timestamp (ms), x (G), y (G), z (G)
4244,3.71,2.15,3.71
4255,2.93,2.54,4.11
4266,2.15,2.93,4.50
4278,2.93,2.93,3.71
4289,3.71,2.93,3.71
4300,3.71,2.54,2.54
4311,3.71,2.93,2.93
4322,4.11,2.15,3.71
4333,1.76,3.32,4.50
4344,3.32,2.54,4.50
4355,3.71,2.93,3.32
4366,2.54,2.93,2.93
4377,4.50,3.32,4.11
4388,2.93,3.32,4.11
4399,2.15,1.37,4.11
4410,3.71,1.37,2.54
4423,2.93,3.32,2.15
4435,3.32,1.76,2.15
4446,3.71,0.98,3.32
4457,3.32,2.54,3.32
4468,2.15,1.76,4.11
4479,2.15,1.76,2.93
4490,2.54,2.15,3.32
4501,2.15,1.76,2.93
4512,2.54,1.76,2.54
4523,3.71,2.15,2.93
4534,3.71,3.32,2.93
4545,3.71,2.93,4.11
4556,2.54,2.54,2.93
4567,1.76,1.76,4.11
4578,4.11,2.15,3.32
4589,3.32,1.37,3.71
4600,4.11,2.93,2.93
4611,2.15,2.15,4.50
4622,2.15,2.54,2.93
4633,4.50,3.32,2.93
4644,2.54,1.76,3.71
4655,4.11,2.54,2.93
4666,4.11,1.37,2.93
4677,2.15,2.15,2.54
4688,4.50,3.71,2.93
4702,4.11,2.54,3.32
4713,2.15,1.76,4.11
4724,3.71,1.76,2.54
4735,3.71,2.15,3.32
4746,2.54,2.15,3.32
4757,3.71,2.93,2.93
4768,4.11,1.76,4.11
4779,2.15,2.54,4.11
4790,3.71,2.54,4.50
4801,4.11,2.54,2.54
4812,2.93,2.15,2.54
4823,3.71,1.76,2.93
4834,3.32,1.76,4.11
4845,4.11,1.37,4.11
4856,3.32,2.15,3.71
4867,4.11,3.32,4.50
4878,2.15,2.93,2.93
4889,2.93,3.32,2.93
4901,4.50,2.93,4.11
4912,4.50,2.15,4.11
4923,2.54,2.93,4.11
4934,4.11,1.76,4.11
4945,4.11,2.93,2.54
4956,3.32,3.32,3.71
4969,3.71,2.93,2.54
4980,3.71,1.76,2.54
4991,3.32,3.32,2.54
5002,2.93,2.15,4.11
5013,3.32,2.93,2.54
5025,3.32,3.71,3.32
5036,3.71,1.76,2.54
5047,4.11,1.76,2.54
5058,3.71,1.76,2.15
5069,4.11,2.54,3.32
5080,4.50,3.32,3.32
5091,3.71,1.76,2.93
5102,2.15,3.71,3.32
5113,3.71,2.15,2.54
5124,1.76,3.32,3.71
5135,2.54,2.54,3.71
5146,2.54,2.54,4.11
5157,2.54,3.32,4.11
5168,4.11,1.37,3.71
5179,1.76,1.76,2.54
5190,4.50,1.76,2.54
5201,4.11,1.37,4.11
5212,2.54,3.71,2.54
5223,2.93,3.32,2.54
5237,2.15,2.15,2.15
5248,3.71,1.37,2.54
5259,4.11,2.93,3.71
5270,3.32,0.98,2.93
5281,4.50,1.76,2.93
5292,2.93,2.54,2.93
5303,2.54,3.71,4.89
5314,4.11,3.71,2.54
5325,3.71,1.76,2.54
5336,2.54,1.76,2.54
5347,3.32,1.76,3.71
5358,2.93,3.32,3.71
5369,2.15,2.54,2.54
5380,4.11,2.93,2.93
5391,2.15,2.15,3.71
5402,4.50,2.54,3.32
5413,4.50,2.93,3.32
5424,2.15,3.71,4.11
5435,2.54,3.32,3.71
5446,2.93,2.15,2.15
5457,2.54,3.32,2.54
5468,3.32,1.76,2.54
5480,3.71,1.76,2.54
5491,4.11,2.54,2.93
5502,4.11,1.76,3.71
5515,2.93,1.37,4.11
5526,3.71,2.93,2.93
5537,2.54,1.37,2.54
5548,2.93,2.54,2.54
5559,3.71,1.37,2.54
5570,3.71,3.32,3.71
5581,4.11,1.37,2.93
5592,4.11,3.32,3.32
5603,3.71,3.32,2.93
5614,3.32,2.15,2.54
5626,4.11,1.37,4.11
5637,4.50,2.54,2.93
5648,3.71,2.15,3.32
5659,2.54,1.76,2.54
5670,2.93,2.54,2.54
5681,3.71,1.37,4.11
5692,3.71,2.93,4.50
5703,2.93,2.54,3.32
5714,4.50,1.76,4.11
5725,3.32,1.37,2.54
5736,2.93,2.15,3.71
5747,3.32,1.37,2.54
5758,3.71,3.32,3.71
5769,2.15,3.32,4.50
5783,2.15,2.15,3.71
5794,4.11,3.71,2.54
5805,3.32,1.76,4.11
5816,3.32,3.32,3.71
5827,3.71,1.76,2.93
5838,2.54,3.71,2.54
5849,2.54,2.15,2.15
5860,3.32,1.76,4.11
5871,4.50,1.76,2.54
5882,3.71,2.54,4.50
5893,2.54,2.54,4.11
5904,2.93,2.54,4.11
5915,2.93,2.93,4.11
5926,4.11,2.93,3.32
5937,3.71,1.76,4.50
5948,3.32,1.37,2.93
5959,4.11,2.15,2.15
5970,3.71,1.37,3.32
5981,2.93,2.15,3.71
5992,2.54,3.32,2.93
6003,2.54,2.15,3.32
6014,4.11,2.15,2.54
6025,2.54,2.54,2.15
6036,2.93,3.32,3.32
6047,2.93,2.15,4.11
6061,4.11,0.98,3.32
6072,3.32,3.32,4.11
6083,4.11,3.32,3.32
6094,2.93,3.32,2.15
6105,4.50,2.15,4.11
6116,3.71,1.37,3.32
6127,2.93,3.32,2.54
6138,3.32,2.93,2.93
6149,4.11,2.15,3.71
6160,4.11,3.32,3.32
6171,2.15,3.71,2.93
6182,2.93,1.76,2.54
6194,4.11,3.32,2.54
6205,4.11,2.93,2.93
6216,4.11,2.15,2.93
6227,4.50,3.32,3.32
6238,2.93,2.15,4.11
6249,2.54,3.32,4.50
6260,2.54,1.37,2.54
6271,4.11,1.37,2.15
6282,3.32,2.54,3.71
6293,4.11,1.37,4.11
6304,2.93,2.15,2.93
6315,4.11,3.32,4.50
6328,2.54,3.32,3.32
6340,3.32,1.37,3.32
6351,4.11,2.15,4.11
6362,4.50,1.76,2.93
6373,2.93,1.76,2.54
6384,2.93,3.71,2.54
6395,4.11,2.93,4.11
6406,2.15,2.15,2.54
6417,2.93,2.54,4.11
6428,3.71,3.32,2.93
6439,2.54,2.93,2.54
6450,4.50,2.54,3.71
6461,3.71,3.32,2.54
6472,2.54,1.76,3.32
6483,4.50,3.32,2.15
6494,2.15,2.15,2.54
6505,2.93,2.15,4.50
6516,4.11,2.93,2.54
6527,2.93,1.76,4.11
6538,2.15,1.76,4.50
6549,2.54,1.37,4.11
6560,3.71,2.54,3.32
6571,4.50,2.93,2.93
6582,1.76,1.76,3.71
6596,3.71,1.37,2.15
6607,2.54,3.32,2.54
6618,2.15,2.15,2.93
6629,2.93,2.93,3.71
6640,2.54,3.32,3.71
6651,2.93,3.32,4.11
6662,2.54,1.76,4.50
6673,2.15,3.32,2.54
6684,2.93,3.32,4.11
6695,4.50,3.71,4.11
6706,2.93,2.15,2.54
6717,2.54,2.54,2.54
6728,2.93,2.54,4.50
6739,4.50,2.15,4.11
6750,4.11,2.93,3.32
6761,2.54,3.32,4.50
6772,3.71,2.15,3.32
6783,2.93,2.93,2.93
6794,4.11,1.76,3.71
6806,4.11,1.37,4.50
6817,3.71,3.32,3.71
6828,4.11,1.37,2.54
6839,2.54,2.54,3.71
6850,4.11,0.98,2.93
6861,2.15,2.54,3.71
6874,2.54,1.37,4.50
6885,3.71,2.15,4.11
6896,2.54,3.32,3.32
6907,2.93,3.71,4.11
6918,3.32,1.37,2.54
6929,2.54,3.71,3.71
6940,2.93,3.71,2.93
6951,4.11,2.93,3.32
6962,4.11,2.54,4.11
6973,3.71,2.54,2.54
6985,3.71,2.54,2.54
6996,3.71,1.76,3.71
7007,4.50,2.15,4.11
7018,4.11,3.32,2.93
7029,2.15,2.15,2.93
7040,4.11,2.54,3.71
7051,3.71,3.32,3.32
7062,3.71,1.37,3.71
7073,3.71,2.54,3.71
7084,4.11,2.93,4.11
7095,3.71,2.93,4.11
7106,3.71,2.93,3.71
7117,2.93,2.93,2.54
7128,2.15,2.93,4.11
7142,4.11,3.32,4.11
7153,3.71,2.15,2.54
7164,4.11,1.76,3.71
7175,2.15,2.15,2.54
7186,3.71,2.54,3.71
7197,2.54,3.32,4.50
7208,3.32,1.37,2.93
7219,4.11,2.15,4.11
7230,4.11,2.15,3.71
7241,4.11,2.54,2.54
7252,2.93,1.76,2.54
7263,2.54,1.76,3.71
7274,3.32,2.54,3.71
7285,3.32,2.15,4.11
7296,2.93,1.37,3.32
7307,3.71,3.32,4.11
7318,3.32,2.93,3.32
7329,3.71,1.76,3.71
7340,2.15,3.32,3.71
7351,3.71,2.93,2.54
7362,3.71,1.37,2.54
7373,2.15,1.76,2.93
7384,3.71,2.54,4.50
7395,3.71,3.71,2.93
7409,4.50,3.32,2.54
7420,2.54,1.37,2.54
7431,2.15,1.76,2.93
7442,2.15,3.32,4.11
7453,2.15,1.37,2.54
7464,3.32,3.32,2.54
7475,2.54,1.76,3.71
7486,3.71,2.15,3.32
7497,4.11,3.32,2.54
7508,2.54,2.15,4.11
7519,2.54,2.93,3.71
7530,3.32,1.76,4.11
7542,2.54,2.15,4.11
7553,4.50,2.15,3.71
7564,4.11,2.93,2.93
7575,3.71,3.32,2.93
7586,2.93,1.76,3.32
7597,4.11,1.76,3.71
7608,3.32,3.32,4.11
7619,4.11,3.32,2.93
7630,2.93,3.71,2.54
7641,4.11,2.93,3.32
7652,2.15,2.93,4.11
7663,4.11,2.54,2.93
7674,2.15,2.93,2.54
7688,3.71,1.76,3.32
7699,3.32,2.93,3.71
7710,2.93,1.37,2.54
7721,2.54,1.37,3.32
7732,2.15,2.54,2.93
7743,3.32,1.37,3.71
7754,3.71,1.37,3.71
7765,2.15,2.54,2.93
7776,4.50,3.32,4.89
7787,3.71,3.32,4.11
7798,4.11,3.32,2.93
7809,4.11,2.54,4.11
7820,2.93,1.37,3.71
7831,2.54,2.54,3.32
7842,3.32,3.32,3.32
7853,2.54,3.32,4.11
7864,2.15,3.71,4.11
7875,2.54,1.37,4.50
7886,2.15,1.76,4.11
7897,2.54,0.98,2.15
7908,2.54,3.71,2.93
7919,2.54,2.93,3.32
7930,2.93,3.32,3.71
7941,3.32,3.32,4.11
7955,3.71,3.32,3.32
7966,4.11,2.15,4.50
7977,2.54,2.93,2.93
7988,4.11,1.76,2.54
7999,3.32,1.37,2.15
8010,4.50,1.37,2.54
8021,2.15,3.71,3.32
8032,4.50,3.32,3.32
8043,2.15,2.93,2.93
8054,4.11,1.76,2.15
8065,2.93,3.71,4.11
8076,4.11,2.15,3.71
8087,2.54,2.15,4.11
8098,3.32,2.93,2.54
8109,2.54,3.71,4.50
8120,4.11,3.71,2.54
8132,2.15,1.37,4.50
8143,2.93,1.37,2.15
8154,4.11,1.37,4.11
8165,3.71,3.32,3.71
8176,3.32,2.54,3.71
8187,2.54,3.32,4.11
8198,2.54,2.15,2.54
8209,2.54,2.15,2.54
8220,3.71,2.54,4.11
8233,3.32,1.76,3.71
8244,4.11,1.76,3.32
8255,3.71,3.32,3.71
8267,2.93,2.54,2.54
8278,3.71,2.15,4.11
8289,4.11,1.76,2.93
8300,3.32,2.54,4.11
8311,2.54,1.37,3.71
8322,4.11,1.37,3.71
8333,4.11,2.15,3.71
8344,4.11,1.76,4.11
8355,3.71,2.93,3.71
8366,2.54,2.15,2.93
8377,3.32,2.15,4.50
8388,2.54,3.71,2.54
8399,4.11,1.37,4.11
8410,2.15,2.54,3.71
8421,2.15,3.32,3.71
8432,2.93,2.93,4.11
8443,3.32,1.76,2.54
8454,2.93,1.37,2.93
8465,2.15,2.15,4.11
8476,3.71,2.93,2.54
8487,3.71,3.32,4.50
8501,4.50,2.54,4.11
8512,4.50,1.37,2.54
8523,2.15,2.15,4.11
8534,4.11,2.15,2.54
8545,2.15,3.32,4.50
8556,4.11,1.37,4.50
8567,2.54,3.32,2.54
8578,4.50,3.32,3.71
8589,4.11,3.32,2.54
8600,3.71,1.76,4.11
8611,2.93,3.71,2.93
8622,4.11,1.37,2.54
8633,3.71,3.32,4.50
8644,2.15,2.15,2.93
8655,4.11,1.76,3.71
8666,2.54,3.32,4.11
8677,2.93,3.71,3.71
8688,2.15,2.15,3.71
8699,2.54,4.11,4.11
8710,3.32,2.93,2.15
8721,4.50,0.98,2.54
8732,2.15,1.76,2.15
8744,2.93,2.93,3.71
8755,4.11,1.76,2.93
8768,2.93,1.76,2.54
8779,3.71,3.32,2.93
8790,4.11,1.37,2.15
8801,2.15,1.76,2.54
8812,4.11,2.54,2.54
8823,2.15,1.76,3.32
8834,3.71,2.93,3.71
8845,2.93,3.71,2.93
8856,3.32,1.37,4.11
8867,2.54,2.93,4.11
8878,4.11,3.32,4.11
8889,4.50,2.15,4.11
8900,2.54,2.54,2.93
8911,4.50,1.37,3.32
8923,3.32,3.32,4.11
8934,2.15,2.93,2.54
8945,3.71,1.76,4.11
8956,2.93,3.32,4.50
8967,3.32,1.76,2.93
8978,4.11,1.76,3.71
8989,2.54,3.32,2.93
9000,2.15,3.32,4.11
9011,2.54,3.32,3.32
9022,1.76,3.32,3.71
9033,3.32,2.15,2.15
9046,4.11,1.37,3.32
9057,4.11,1.76,2.93
9068,3.32,1.37,4.50
9079,3.71,3.32,2.93
9091,4.50,1.37,2.54
9102,3.71,1.76,4.11
9113,3.71,3.32,3.71
9124,4.11,1.37,2.93
9135,2.54,3.32,2.54
9146,2.93,3.32,2.93
9157,2.54,2.93,2.93
9168,4.11,1.76,3.32
9179,3.32,1.76,2.54
9190,4.11,2.54,2.93
9201,3.71,3.71,2.54
9212,4.11,2.54,2.54
9223,2.93,2.93,3.71
9234,4.11,1.37,2.54
9245,2.54,3.32,4.11
9256,2.54,2.54,3.32
9267,2.15,2.93,4.50
9278,2.54,3.32,4.11
9289,2.54,1.37,4.11
9300,3.32,2.15,4.11
9314,2.93,1.76,3.71
9325,2.54,2.54,3.71
9336,4.11,2.93,2.54
9347,3.32,1.37,3.71
9358,2.15,3.71,3.71
9369,2.93,1.76,3.71
9380,2.54,3.71,3.71
9391,2.93,2.54,4.11
9402,2.54,1.76,4.11
9413,4.11,3.32,4.11
9424,2.54,2.93,4.50
9435,4.11,2.15,4.50
9446,2.54,1.37,2.15
9457,3.71,1.76,4.11
9468,3.71,1.76,2.93
9479,2.54,2.93,4.50
9490,2.54,2.54,2.93
9501,2.54,2.93,2.54
9512,2.54,3.32,4.50
9523,2.54,2.93,4.11
9534,2.54,3.32,2.93
9545,2.54,2.15,2.15
9557,2.93,1.37,4.50
9568,3.71,2.54,2.93
9581,2.15,3.32,3.32
9592,3.32,1.76,2.93
9603,3.32,1.76,4.11
9614,2.54,3.32,4.50
9625,2.54,3.32,2.54
9636,4.11,1.76,4.11
9647,2.54,1.76,4.11
9658,3.32,1.37,2.93
9669,2.93,3.71,3.71
9680,4.11,3.32,4.11
9692,2.93,2.93,2.15
9703,3.71,1.76,3.32
9714,3.32,3.32,3.71
9725,2.93,3.32,4.11
9736,2.15,1.37,3.32
9747,2.54,1.76,2.15
9758,3.71,1.76,3.32
9769,4.11,3.32,3.71
9780,2.15,2.15,3.71
9791,4.50,1.37,4.11
9802,3.71,1.37,3.71
9813,2.54,2.54,3.71
9824,4.11,1.76,2.15
9835,3.71,3.32,2.93
9846,2.15,2.15,3.32
9860,2.54,2.54,2.54
9871,2.54,2.54,4.11
9882,2.93,3.32,2.93
9893,2.93,2.54,2.93
9904,3.32,3.32,2.54
9915,2.15,3.32,4.11
9926,4.11,2.93,2.54
9937,2.15,2.15,4.11
9948,4.50,1.37,3.32
9959,4.11,1.37,4.50
9970,4.11,1.76,3.71
9981,2.54,2.93,2.15
9992,2.15,2.54,4.11
10003,3.32,2.15,2.15
10014,3.32,3.71,2.93
10025,3.32,1.76,2.54
10036,2.15,2.54,2.93
10047,2.54,1.76,3.32
10059,3.32,1.37,4.50
10070,3.71,2.15,2.54
10081,2.54,2.54,4.11
10092,3.32,2.15,3.32
10103,3.71,2.54,3.32
10114,3.32,3.71,4.50
10128,4.11,2.54,4.11
10139,3.32,2.54,2.15
10150,2.54,2.93,3.32
10161,4.11,3.32,2.93
10172,4.50,2.54,3.71
10183,2.93,2.93,2.93
10194,2.93,2.93,2.54
10205,4.11,2.54,2.54
10216,2.54,3.32,4.11
10227,4.11,2.54,4.11
10238,3.32,1.76,4.11
10249,3.71,2.93,2.54
10261,2.15,2.93,4.11
10272,2.15,3.32,4.11
10283,4.11,1.76,4.89
10294,2.93,3.32,2.54
10305,2.15,2.54,2.93
10316,4.11,2.15,2.93
10327,3.32,2.93,4.11
10338,2.15,3.32,4.50
10349,4.50,1.76,3.71
10360,4.11,1.37,4.11
10371,2.93,2.54,2.93
10385,3.71,1.37,4.11
10396,4.11,1.37,2.15
10407,4.50,1.76,2.54
10418,3.32,3.32,3.71
10429,4.11,2.54,4.11
10440,3.71,2.93,2.93
10451,3.32,2.54,3.32
10462,3.71,2.15,2.93
