timestamp (ms), x (G), y (G), z (G)
2094,1.76,2.93,-197.65
2115,2.54,1.76,-198.44
2136,2.15,1.76,-198.83
2157,3.32,3.32,-198.04
2178,1.76,1.37,-198.04
2200,3.32,1.37,-197.65
2221,2.54,1.37,-198.04
2242,2.54,1.37,-198.83
2263,2.54,3.32,-198.04
2284,2.15,3.32,-198.04
2305,3.32,2.15,-197.65
2329,3.32,2.54,-198.83
2350,2.93,1.37,-198.04
2371,2.93,1.76,-198.44
2392,2.15,3.32,-198.83
2414,1.76,3.32,-198.04
2435,3.32,0.98,-198.04
2456,3.32,1.37,-199.22
2477,3.32,1.76,-198.04
2498,4.11,0.98,-198.44
2519,3.32,1.37,-197.65
2540,2.54,2.15,-198.44
2561,2.15,2.15,-198.83
2583,3.71,3.32,-198.04
2604,3.71,2.54,-198.04
2625,2.15,1.76,-198.83
2646,2.54,2.15,-198.83
2667,2.54,1.76,-198.83
2688,2.15,0.98,-197.65
2709,3.32,3.32,-198.04
2731,2.15,3.71,-198.04
2752,1.76,4.50,-198.44
2776,3.32,3.71,-198.44
2797,2.54,1.37,-198.44
2818,2.54,2.15,-198.83
2839,2.15,1.37,-198.04
2860,3.71,1.76,-198.83
2881,3.71,2.15,-198.44
2902,3.32,1.76,-198.44
2923,3.71,0.98,-198.44
2945,3.32,2.93,-198.44
2966,2.54,3.32,-198.04
2987,2.15,0.98,-198.44
3008,2.54,2.54,-198.04
3029,2.93,3.32,-197.65
3050,3.71,2.54,-198.83
3071,2.15,3.32,-197.65
3093,3.71,3.32,-199.22
3114,2.93,3.32,-197.65
3135,2.54,2.15,-198.04
3156,2.15,1.76,-198.44
3177,2.93,2.54,-199.22
3198,3.71,3.32,-197.65
3222,1.76,3.32,-198.04
3243,2.54,1.37,-198.44
3264,2.93,2.15,-197.65
3285,3.32,1.37,-198.44
3307,2.15,1.37,-198.04
3328,3.71,1.76,-198.83
3349,2.54,1.76,-198.04
3370,3.71,1.76,-198.44
3391,3.71,2.54,-198.04
3412,2.15,2.54,-199.22
3433,3.32,3.32,-198.44
3454,2.15,1.37,-199.22
3476,2.15,3.32,-198.44
3497,2.93,1.37,-198.44
3518,2.93,2.15,-198.44
3539,3.71,2.54,-197.65
3560,2.93,2.93,-198.44
3581,2.15,2.15,-199.22
3602,2.93,2.54,-198.83
3624,3.32,3.71,-197.65
3645,3.32,2.54,-197.65
3666,3.32,2.54,-199.22
3689,2.15,2.93,-198.83
3711,4.11,2.15,-198.44
3732,3.71,1.76,-198.83
3753,2.15,3.71,-198.83
3774,2.15,2.54,-198.44
3795,3.71,3.32,-198.44
3816,2.54,3.71,-198.44
3837,1.76,2.54,-198.83
3859,2.15,1.37,-198.04
3880,3.32,2.15,-198.83
3901,2.93,1.37,-198.83
3922,2.15,2.15,-198.04
3943,3.71,2.15,-198.44
3964,3.32,2.15,-199.22
3985,3.32,1.76,-198.83
4007,3.32,3.71,-198.83
4028,3.71,3.32,-198.04
4049,1.76,2.15,-198.04
4070,3.32,1.37,-198.44
4091,2.15,0.98,-198.44
4112,2.93,4.50,-198.83
4136,3.71,2.54,-199.22
4157,2.54,3.32,-198.44
4178,2.54,2.93,-198.04
4199,4.11,2.54,-198.44
4220,2.54,1.76,-198.44
4242,2.15,3.32,-198.83
4263,2.54,1.37,-198.04
4284,3.71,3.32,-198.83
4305,2.54,1.37,-198.44
4326,3.32,1.37,-197.65
4347,3.32,1.37,-199.22
4368,3.32,1.76,-198.83
4389,2.15,1.37,-198.04
4411,2.15,3.32,-197.65
4432,2.15,2.15,-198.04
4453,2.15,2.54,-198.44
4474,2.15,2.15,-198.83
4495,2.15,3.32,-198.83
4516,3.32,1.37,-198.04
4537,2.54,2.93,-197.65
4559,3.71,2.15,-198.44
4582,2.54,2.54,-198.44
4604,3.32,3.71,-198.83
4625,3.32,1.76,-198.04
4646,3.32,1.37,-198.83
4667,3.32,0.98,-198.04
4688,2.15,1.76,-198.04
4709,2.93,2.54,-198.44
4730,3.32,1.76,-198.83
4751,3.32,3.32,-198.44
4773,3.71,1.37,-198.83
4794,3.32,0.98,-198.04
4815,2.93,2.93,-198.83
4836,2.15,1.76,-197.65
4857,2.54,3.32,-198.04
4878,3.32,2.93,-198.44
4899,2.54,1.37,-198.44
4921,2.54,3.71,-198.44
4942,2.93,3.71,-198.44
4963,3.32,0.98,-199.22
4984,3.71,3.32,-198.04
5005,2.54,1.37,-197.65
5026,3.71,1.37,-198.83
5050,2.15,2.54,-198.44
5071,3.32,0.98,-198.83
5092,3.71,3.32,-198.04
5113,3.32,2.93,-198.83
5135,2.54,1.37,-198.04
5156,4.11,1.76,-198.04
5177,2.93,3.71,-198.83
5198,3.71,3.32,-197.65
5219,3.32,1.76,-198.04
5240,3.32,4.50,-198.83
5261,3.32,2.54,-197.65
5283,2.93,2.15,-198.04
5304,2.93,1.76,-198.04
5325,2.93,3.71,-198.44
5346,4.11,3.32,-198.44
5367,3.71,1.37,-197.65
5388,3.32,3.71,-198.04
5409,2.93,2.54,-199.22
5431,3.32,2.93,-199.22
5452,2.15,0.98,-197.65
5473,3.32,3.32,-198.04
5497,2.15,2.54,-198.44
5518,1.76,3.71,-198.04
5539,3.71,3.71,-198.44
5560,2.15,3.32,-198.44
5581,3.71,3.71,-199.22
5602,2.15,0.98,-198.04
5623,2.15,3.32,-198.44
5645,2.15,3.32,-198.83
5666,3.32,2.93,-198.83
5687,2.93,2.54,-198.04
5708,2.54,2.15,-198.44
5729,2.93,4.11,-198.04
5750,2.15,2.54,-197.65
5771,2.15,2.54,-198.83
5792,3.32,1.76,-199.22
5814,2.54,1.37,-198.04
5835,3.32,1.37,-198.83
5856,2.15,1.37,-198.83
5877,2.15,1.76,-198.44
5898,2.54,2.15,-198.83
5919,2.93,2.93,-198.44
5943,2.15,3.71,-198.04
5964,2.15,3.71,-198.44
5985,3.32,1.37,-198.44
6007,2.54,1.76,-198.44
6028,2.15,2.54,-198.83
6049,3.71,3.32,-198.04
6070,2.54,3.71,-197.65
6091,3.32,1.37,-197.65
6112,3.32,1.37,-199.22
6133,2.15,1.37,-198.44
6154,2.93,2.93,-199.22
6176,2.93,2.54,-198.04
6197,2.54,1.76,-198.44
6218,2.54,1.37,-198.04
6239,2.15,1.37,-198.83
6260,3.71,2.93,-197.65
6281,2.54,2.54,-199.22
6302,3.32,1.37,-198.83
6324,2.15,2.15,-198.44
6345,2.54,2.54,-198.04
6366,2.15,1.37,-197.65
6387,2.15,3.32,-199.22
6411,3.32,2.93,-198.83
6432,3.71,2.93,-198.04
6453,2.54,3.32,-198.44
6474,3.32,2.54,-198.44
6495,2.15,3.32,-198.83
6516,2.54,3.32,-199.22
6537,2.93,1.37,-198.04
6559,3.71,2.15,-199.22
6580,2.93,1.76,-198.04
6601,2.15,2.54,-198.83
6622,2.15,1.76,-198.44
6643,2.15,2.54,-198.44
6664,3.71,4.50,-198.44
6685,3.32,2.15,-198.04
6707,2.93,2.54,-198.04
6728,2.54,1.76,-198.83
6749,2.54,3.71,-198.04
6770,4.11,1.37,-198.83
6791,2.93,1.37,-198.83
6812,2.93,1.76,-198.83
6833,2.15,2.54,-198.44
6857,4.11,1.37,-198.04
6878,3.71,3.71,-198.83
6899,1.76,1.37,-198.04
6921,2.93,2.93,-198.04
6942,2.54,3.32,-199.22
6963,2.15,1.37,-197.65
6984,2.15,1.76,-199.22
7005,3.71,1.37,-198.83
7026,1.76,2.15,-198.04
7047,2.54,3.71,-198.04
7068,2.93,1.37,-198.44
7090,3.32,1.76,-198.04
7111,2.15,2.93,-198.83
7132,3.71,1.76,-198.83
7153,3.71,1.76,-197.65
7174,2.93,3.71,-198.44
7195,3.32,3.32,-197.65
7216,2.93,3.32,-198.83
7238,3.71,3.32,-198.83
7259,3.71,1.37,-198.04
7280,2.15,3.32,-198.83
7303,3.71,3.32,-198.44
7325,2.15,2.54,-198.83
7346,3.71,2.93,-198.83
7367,2.15,1.76,-197.65
7388,3.71,3.32,-198.83
7409,2.54,2.15,-199.22
7430,3.71,1.76,-198.83
7451,3.32,3.32,-198.44
7473,2.15,1.76,-198.04
7494,2.93,0.98,-198.83
7515,2.54,0.98,-198.04
7536,2.15,1.37,-199.22
7557,2.54,1.37,-198.44
7578,3.32,1.37,-198.83
7599,2.15,2.93,-198.83
7621,2.93,2.93,-198.83
7642,3.32,1.76,-198.44
7663,2.54,3.32,-198.44
7684,2.54,1.37,-198.04
7705,3.71,3.32,-198.04
7726,2.93,3.32,-199.22
7747,3.32,3.32,-198.83
7771,2.15,2.93,-198.83
7792,2.54,3.32,-198.83
7813,2.93,3.32,-199.22
7834,2.54,2.15,-198.83
7856,4.11,2.93,-198.83
7877,3.32,3.71,-197.65
7898,2.15,2.93,-198.83
7919,2.93,1.37,-198.04
7940,2.93,3.32,-198.04
7961,3.32,3.71,-198.44
7982,2.15,2.93,-198.04
8004,3.32,0.98,-198.83
8025,2.54,1.76,-198.83
8046,2.93,0.98,-198.83
8067,2.93,3.32,-198.83
8088,2.54,3.71,-199.22
8109,2.93,0.98,-198.04
8130,2.93,1.37,-197.65
8152,3.71,3.32,-198.04
8173,2.93,2.54,-198.04
8194,2.93,2.54,-197.65
8218,3.32,0.98,-199.22
8239,3.32,3.32,-198.44
8260,3.32,1.76,-198.04
8281,3.71,2.93,-199.22
8302,2.54,1.76,-198.83
8323,3.71,1.76,-198.04
8345,3.71,3.32,-197.65
8366,3.32,1.76,-198.04
8387,2.93,1.37,-197.65
8408,2.15,3.32,-199.22
8429,3.71,1.76,-197.65
8450,3.71,3.71,-198.44
8471,2.15,0.98,-198.83
8493,2.93,1.76,-198.04
8514,2.54,4.11,-198.44
8535,3.71,4.89,-197.65
8556,2.15,2.93,-198.44
8577,4.11,1.37,-198.04
8598,2.15,3.32,-199.22
8619,2.15,2.93,-198.83
8640,3.71,2.93,-199.22
8664,1.76,3.32,-197.65
8685,2.54,2.15,-198.83
8706,2.93,2.15,-198.44
8728,2.15,1.37,-198.44
8749,3.71,1.76,-198.44
8770,2.15,1.76,-198.83
8791,2.93,2.93,-198.44
8812,2.15,1.37,-198.44
8833,2.54,1.76,-198.04
8854,3.71,2.54,-197.65
8876,3.32,3.32,-198.83
8897,2.15,2.54,-198.04
8918,2.15,2.54,-198.44
8939,3.32,2.15,-199.22
8960,2.54,1.37,-198.04
8981,2.93,3.32,-198.83
9002,3.71,2.15,-199.22
9024,4.11,1.37,-197.65
9045,1.76,1.37,-198.44
9066,2.15,3.32,-198.44
9087,2.15,3.32,-198.44
9108,2.15,3.32,-198.04
9132,3.71,1.76,-198.04
9153,3.71,1.37,-198.44
9174,2.93,1.37,-198.04
9195,2.15,1.76,-198.04
9216,3.32,2.54,-198.04
9238,2.15,1.76,-198.44
9259,2.54,1.37,-197.65
9280,2.54,2.54,-198.83
9301,2.54,1.37,-198.44
9322,2.54,1.37,-199.22
9343,2.54,1.76,-198.83
9364,3.32,1.76,-198.04
9385,3.71,2.93,-198.44
9407,2.93,2.15,-198.83
9428,2.54,2.93,-199.22
9449,2.93,3.32,-198.04
9470,3.32,2.15,-198.04
9491,2.93,1.37,-198.83
9512,3.71,1.76,-198.83
9534,2.93,2.15,-198.04
9555,2.15,2.54,-198.04
9578,1.76,1.76,-198.04
9599,2.93,2.54,-198.44
9621,2.93,0.98,-198.83
9642,2.15,1.37,-198.04
9663,2.54,3.32,-198.04
9684,3.71,2.15,-199.22
9705,3.32,3.32,-198.83
9726,2.93,3.32,-198.04
9747,2.54,3.32,-198.44
9769,2.93,2.15,-198.44
9790,2.15,1.76,-198.83
9811,2.54,3.32,-198.44
9832,2.15,3.32,-198.04
9853,3.32,1.37,-198.83
9874,2.15,1.76,-199.22
9895,2.93,3.32,-198.44
9917,3.71,2.93,-199.22
9938,2.15,2.93,-199.22
9959,2.93,2.93,-199.22
9980,2.15,3.32,-198.83
10001,2.15,2.15,-199.22
10025,3.32,1.37,-198.04
10046,2.54,1.37,-199.22
10067,2.93,2.93,-198.04
10088,3.32,1.76,-198.04
10109,2.93,3.32,-199.22
10131,3.71,2.54,-198.04
10152,2.15,3.32,-198.04
10173,2.54,2.15,-197.65
10194,2.93,1.76,-198.44
10215,3.71,3.32,-198.83
10236,2.93,3.32,-198.83
10257,2.54,3.32,-197.65
10279,3.32,3.32,-198.83
10300,3.71,1.76,-198.04
10321,2.93,2.54,-198.04
10342,3.71,1.37,-198.04
10363,2.54,3.32,-198.44
10384,2.15,3.71,-199.22
10405,2.54,1.76,-198.83
10427,2.93,0.98,-198.83
10448,3.71,0.98,-198.04
10472,3.32,3.32,-198.44
10493,3.71,3.32,-198.04
10514,3.32,1.76,-198.04
10535,2.15,2.93,-198.83
10556,3.32,1.37,-198.04
10577,2.54,3.32,-198.44
10598,2.54,2.54,-199.22
10619,2.54,3.32,-198.04
10641,2.15,3.32,-198.83
10662,2.15,0.98,-198.04
10683,2.15,1.37,-198.04
10704,2.15,2.54,-198.44
10725,3.32,1.76,-199.22
10746,3.71,1.76,-198.04
10767,2.15,1.37,-198.44
10789,3.32,2.15,-198.83
10810,3.32,2.54,-198.04
10831,2.54,2.15,-199.22
10852,3.71,2.54,-198.44
10873,2.93,2.54,-198.04
10897,2.54,0.98,-198.44
10918,2.15,2.93,-198.04
10939,2.15,2.93,-199.22
10960,3.71,1.76,-199.22
10981,3.32,3.32,-198.04
11003,2.54,3.32,-198.04
11024,2.54,2.54,-198.44
11045,3.71,1.37,-197.65
11066,3.71,1.76,-198.04
11087,2.93,2.93,-198.83
11108,2.93,3.32,-198.44
11129,2.15,1.37,-198.04
11151,2.93,3.32,-198.04
11172,2.54,2.54,-198.44
11193,3.71,1.76,-199.22
11214,3.71,2.54,-199.22
11235,2.15,2.93,-198.44
11256,3.32,1.37,-198.04
11277,2.54,0.98,-198.44
11299,2.93,3.71,-198.04
11320,3.32,3.32,-198.83
11343,3.32,0.98,-198.83
11364,3.71,3.71,-199.22
11386,2.15,2.15,-198.04
11407,2.15,3.71,-198.04
11428,2.54,2.93,-198.04
11449,2.93,1.76,-199.22
11470,3.32,2.93,-198.04
11491,3.32,3.32,-198.04
11513,3.32,2.15,-198.83
11534,2.54,2.93,-199.22
11555,2.54,3.32,-199.22
11576,3.32,2.54,-199.22
11597,2.54,2.54,-198.44
11618,2.93,0.98,-198.83
11639,2.54,2.93,-198.83
11661,3.32,3.32,-198.04
11682,2.93,1.37,-198.83
11703,2.54,1.76,-198.04
11724,3.71,1.37,-198.04
11745,2.93,0.98,-198.83
11769,3.71,1.76,-198.44
11790,2.93,0.98,-198.83
11811,3.32,3.32,-198.04
11832,3.71,2.54,-198.44
11853,3.71,1.76,-197.65
11875,2.54,3.32,-198.44
11896,3.71,3.32,-198.04
11917,2.15,1.76,-198.44
11938,2.15,2.54,-198.04
11959,2.15,1.76,-198.44
11980,3.32,2.93,-198.83
12001,2.54,3.32,-198.83
12023,3.71,3.32,-198.44
12044,3.32,2.93,-198.83
12065,3.71,2.54,-197.65
12086,2.54,2.54,-198.83
12107,2.54,0.98,-198.44
12128,3.71,2.93,-198.83
12149,1.76,0.98,-198.44
12170,3.32,3.32,-198.04
12192,3.32,3.32,-198.44
12215,2.54,2.93,-198.83
12237,3.32,1.37,-198.04
12258,3.32,1.37,-198.04
12279,3.71,2.93,-197.65
12300,3.71,2.54,-198.04
12321,2.15,1.37,-198.83
12342,4.11,2.54,-199.22
12363,2.15,2.93,-198.04
12384,3.32,1.37,-198.83
12406,3.71,3.32,-198.04
12427,2.54,2.93,-198.83
12448,2.15,0.98,-198.04
12469,2.15,2.15,-198.44
12490,3.71,2.93,-199.22
12511,2.93,3.71,-198.44
12532,2.93,2.93,-198.83
12554,3.32,2.15,-198.83
12575,2.93,2.93,-198.83
12596,2.93,3.71,-198.44
12617,3.32,2.54,-199.22
12641,2.93,1.76,-197.65
12662,3.71,3.71,-198.83
12683,3.71,2.93,-198.04
12704,2.93,1.76,-198.44
12725,2.93,3.32,-198.44
12746,3.71,2.54,-198.04
12768,2.15,1.76,-197.65
12789,3.71,2.93,-198.83
12810,3.71,3.32,-199.22
12831,3.71,1.37,-198.04
12852,2.93,1.76,-198.83
12873,3.32,2.15,-198.83
12894,2.15,2.93,-198.04
12916,3.32,3.32,-198.83
12937,2.15,1.37,-199.22
12958,2.93,2.93,-199.22
12979,2.15,2.93,-198.04
13000,3.71,3.71,-198.04
13021,3.32,3.32,-198.83
13042,3.71,3.32,-198.83
13064,3.32,3.32,-198.04
13087,2.54,3.32,-197.65
13108,3.32,3.71,-198.83
13130,2.93,1.76,-198.83
13151,2.54,3.32,-198.04
13172,2.15,0.98,-198.83
13193,3.71,1.76,-198.83
13214,3.71,2.15,-198.44
13235,3.32,3.32,-198.04
13256,2.54,2.93,-198.04
13278,3.71,1.76,-198.04
13299,2.54,2.93,-199.22
13320,2.54,3.32,-199.22
13341,3.32,3.32,-198.44
13362,3.32,3.32,-198.04
13383,3.71,0.98,-198.83
13404,3.71,3.71,-198.83
13426,1.76,2.93,-198.04
13447,3.32,2.54,-198.83
13468,3.71,1.76,-198.83
13489,3.71,2.15,-198.83
13513,2.15,3.32,-198.04
13534,3.71,3.32,-198.44
13555,2.93,1.76,-198.44
13576,2.15,2.15,-198.83
13597,4.11,1.76,-198.44
13618,3.71,2.54,-199.22
13640,3.32,1.76,-198.44
13661,2.93,1.37,-199.22
13682,2.15,1.76,-198.44
13703,3.71,2.15,-197.65
13724,3.32,1.76,-198.44
13745,2.54,1.37,-198.44
13766,4.11,1.76,-198.44
13788,2.15,1.37,-199.22
13809,3.71,1.76,-198.44
13830,2.15,1.37,-198.83
13851,2.15,3.32,-198.04
13872,1.76,1.37,-198.44
13893,2.54,2.54,-198.04
13914,3.32,2.54,-199.22
13935,2.54,1.37,-198.83
13959,2.54,2.15,-198.83
13980,3.71,3.32,-197.65
14001,2.15,1.76,-199.22
14023,2.93,1.76,-198.44
14044,3.32,2.15,-199.22
14065,2.15,1.76,-198.04
14086,2.54,1.76,-198.83
14107,3.71,1.76,-198.83
14128,3.32,2.93,-198.44
14149,2.54,3.32,-198.04
14171,3.32,2.93,-198.04
14192,2.54,3.32,-198.04
14213,3.32,2.15,-198.44
14234,2.54,2.54,-198.04
14255,2.15,1.76,-199.22
14276,2.15,3.32,-198.04
14297,3.32,3.32,-198.04
14319,3.32,0.98,-198.44
14340,2.93,3.32,-198.04
14361,2.15,0.98,-199.22
14384,2.93,2.93,-197.65
14406,2.15,1.76,-198.83
14427,2.15,1.37,-198.44
14448,2.54,3.32,-198.83
14469,2.15,2.15,-198.04
14490,2.15,0.98,-198.04
14511,2.54,1.37,-197.65
14532,3.32,3.32,-198.04
14554,3.71,3.32,-197.65
14575,3.32,3.71,-198.04
14596,3.32,3.32,-198.04
14617,3.32,1.37,-199.22
14638,2.15,3.71,-198.83
14659,2.15,2.54,-198.83
14680,4.11,0.98,-198.44
14702,2.15,1.76,-198.04
14723,2.93,3.32,-198.04
14744,3.32,3.71,-198.83
14765,2.93,1.37,-198.44
14786,2.54,1.76,-198.83
14807,3.71,1.76,-197.65
14831,2.15,2.93,-199.22
14852,3.32,1.37,-198.04
14873,2.93,2.93,-198.04
14894,3.71,1.76,-198.04
14915,3.32,2.54,-197.65
14937,3.32,2.54,-198.04
14958,3.32,2.93,-198.83
14979,2.15,2.54,-198.04
15000,2.54,2.93,-198.83
15021,3.32,1.76,-198.04
15042,2.93,2.15,-197.65
15063,3.71,0.98,-198.44
15085,3.71,2.54,-198.83
15106,3.32,2.15,-198.83
15127,3.71,1.76,-198.83
15148,3.32,2.93,-198.83
15169,2.54,0.98,-199.22
15190,2.54,3.32,-198.83
15211,3.32,1.37,-198.83
15233,2.93,3.71,-198.83
15256,2.54,2.93,-199.22
15277,2.93,3.32,-198.83
15299,2.15,2.15,-198.04
15320,3.71,2.15,-198.04
15341,2.93,2.15,-197.65
15362,3.71,1.37,-198.04
15383,4.11,1.37,-199.22
15404,3.71,2.54,-198.04
15425,3.71,2.54,-198.04
15446,2.54,3.32,-197.65
15468,2.15,0.98,-198.04
15489,3.32,1.37,-199.22
15510,2.15,1.76,-198.04
15531,3.32,2.15,-198.04
15552,3.71,2.15,-199.22
15573,2.54,2.93,-198.04
15594,3.32,2.54,-198.44
15616,2.93,0.98,-198.04
15637,2.54,1.76,-198.44
15658,3.32,2.54,-198.44
15679,2.15,1.76,-198.44
15706,3.71,1.37,-198.83
15728,3.32,2.93,-198.44
15749,2.93,2.54,-199.22
15770,3.32,1.37,-198.83
15791,3.71,3.32,-198.83
15812,2.15,1.76,-198.04
15833,3.71,2.93,-198.04
15854,2.15,2.93,-198.83
15876,3.32,2.93,-198.04
15897,3.32,1.76,-198.83
15918,2.15,3.32,-198.83
15939,3.32,1.37,-197.65
15960,2.15,3.71,-198.04
15981,2.54,1.37,-198.04
16002,2.54,2.93,-198.83
16024,2.93,2.93,-198.44
16045,2.15,3.32,-198.04
16066,2.15,1.76,-198.04
16087,2.93,2.93,-198.44
16108,2.15,1.37,-199.22
16132,3.32,1.37,-198.83
16153,2.93,2.15,-198.83
16174,3.71,3.71,-198.04
16195,3.32,1.76,-198.44
16216,3.32,1.37,-198.83
16238,2.15,3.32,-198.83
16259,2.54,2.54,-198.83
16280,2.54,2.15,-198.44
16301,3.71,1.76,-198.04
16322,3.71,2.54,-198.83
16343,3.32,3.32,-198.04
16364,2.54,1.37,-198.83
16386,3.71,1.76,-198.83
16407,2.15,1.37,-198.83
16428,2.15,3.71,-199.22
16449,2.54,3.71,-198.83
16470,3.71,2.15,-198.83
16491,2.54,1.37,-198.44
16512,3.32,2.15,-198.83
16534,2.54,3.32,-198.83
16555,2.93,1.76,-197.65
16578,3.32,2.93,-198.83
16600,2.93,2.15,-198.83
16621,2.54,1.37,-198.04
16642,2.93,2.93,-198.04
16663,2.93,3.32,-198.83
16684,3.32,1.76,-198.83
16705,2.15,1.37,-198.83
16726,2.15,1.76,-198.44
16748,3.71,3.32,-198.04
16769,3.71,3.32,-198.04
16790,3.32,1.76,-198.04
16811,2.54,3.71,-198.04
16832,3.32,2.93,-198.83
16853,3.71,3.71,-198.04
16874,2.93,2.15,-198.04
16896,2.15,3.32,-197.65
16917,2.54,2.93,-199.22
16938,2.93,1.76,-198.44
16959,2.54,2.93,-198.83
16980,2.15,2.15,-198.04
17004,3.71,3.32,-199.22
17025,2.15,3.32,-198.44
17046,1.76,2.93,-198.44
17067,2.54,0.98,-198.04
17089,2.15,3.32,-198.44
17110,3.71,1.76,-198.04
17131,2.93,2.93,-198.04
17152,2.15,3.32,-198.83
17173,3.32,2.93,-198.04
17194,2.54,3.32,-198.44
17215,3.32,1.37,-198.83
17236,3.32,2.54,-198.83
17258,2.54,1.37,-198.04
17279,2.54,1.37,-198.04
17300,1.76,2.15,-198.04
17321,2.15,3.71,-198.44
17342,3.71,2.54,-198.44
17363,3.71,3.32,-198.04
17384,3.32,2.15,-197.65
17406,3.71,2.54,-197.65
17427,2.15,2.54,-199.22
17451,3.71,0.98,-199.22
17472,2.54,2.93,-198.04
17493,2.15,3.71,-198.04
17514,4.11,2.93,-198.04
17535,2.15,2.15,-198.44
17556,3.32,1.37,-198.44
17577,3.32,2.93,-198.04
17599,2.93,3.32,-198.44
17620,2.15,1.76,-198.04
17641,2.54,3.32,-198.04
17662,3.32,2.54,-198.83
17683,3.71,3.32,-199.22
17704,2.15,3.32,-198.04
17725,3.32,1.37,-198.83
17747,2.93,1.76,-198.83
17768,3.71,2.93,-198.04
17789,2.15,3.32,-198.44
17810,2.15,1.37,-198.04
17831,2.54,0.98,-199.22
17852,2.54,2.93,-198.04
17876,2.93,0.98,-198.83
17897,2.15,2.93,-198.04
17918,2.54,0.98,-198.44
17939,3.71,1.76,-197.65
17960,3.71,3.32,-198.44
17982,2.93,3.32,-198.83
18003,2.93,1.37,-198.04
18024,2.93,2.54,-198.83
18045,3.71,3.32,-198.83
18066,3.71,1.76,-198.83
18087,2.93,2.93,-198.44
18109,2.54,0.98,-198.83
18130,2.15,2.93,-197.65
18151,3.32,2.93,-198.04
18172,3.32,1.37,-198.04
18193,2.15,1.37,-198.83
18214,2.15,1.37,-198.04
18235,3.32,1.37,-198.83
18256,2.15,3.32,-198.83
18278,2.54,2.93,-198.44
18301,2.93,3.32,-198.04
18323,2.93,2.93,-198.83
18344,3.32,0.98,-197.65
18365,2.15,2.54,-198.44
18386,2.93,1.37,-198.83
18407,3.71,2.54,-198.44
18428,2.54,2.93,-199.22
18449,3.32,2.93,-198.83
18471,2.15,1.76,-198.04
18492,3.71,0.98,-199.22
18513,3.71,3.32,-198.83
18534,2.15,3.32,-198.83
18555,3.32,2.93,-198.04
18576,2.54,3.32,-197.65
18597,2.54,2.54,-198.04
18619,3.32,1.37,-199.22
