timestamp (ms), x (G), y (G), z (G)
1729,2.93,2.15,3.32
1740,2.54,2.54,2.93
1751,3.32,2.54,3.32
1762,3.32,2.15,3.71
1773,3.71,2.15,3.71
1784,3.32,2.15,3.32
1795,3.32,2.54,2.93
1806,3.32,2.54,2.93
1818,3.71,2.54,3.32
1829,2.93,2.15,2.93
1840,3.32,2.54,2.93
1851,3.32,2.54,2.54
1862,3.71,2.93,3.32
1875,3.32,2.15,3.71
1886,2.93,2.54,3.71
1897,3.32,2.15,2.93
1908,3.32,2.15,3.71
1919,3.32,2.93,3.32
1930,2.93,2.54,3.32
1941,3.32,2.15,3.32
1953,3.32,2.15,3.71
1964,2.93,2.54,3.32
1975,3.32,2.54,3.71
1986,3.32,2.93,3.32
1997,2.93,2.54,3.32
2008,2.93,2.54,3.32
2019,3.71,2.54,3.32
2030,3.32,2.54,3.71
2041,3.71,2.15,3.71
2052,2.93,2.15,3.32
2063,3.32,2.54,3.32
2074,3.71,2.15,2.93
2085,2.93,2.54,3.71
2096,3.32,2.15,3.71
2107,2.93,2.54,3.71
2118,2.93,2.15,3.32
2129,3.32,2.15,3.32
2140,3.32,2.54,3.71
2154,3.32,2.15,2.93
2165,3.32,2.54,3.32
2176,3.32,2.15,3.71
2187,3.71,2.15,3.32
2198,2.54,2.54,3.32
2209,3.71,2.15,3.71
2220,3.32,2.54,2.93
2231,2.93,2.15,3.32
2242,2.93,2.54,3.71
2253,2.93,2.15,3.71
2264,2.93,2.15,3.32
2275,2.93,2.15,3.32
2286,3.32,2.15,2.93
2297,3.32,2.54,3.71
2308,2.54,2.15,3.71
2319,3.71,2.15,3.71
2330,3.32,2.15,3.71
2341,3.71,2.15,3.32
2352,3.32,2.54,3.32
2363,2.93,2.54,2.54
2374,2.93,2.54,3.32
2385,3.71,2.54,3.32
2396,3.32,2.54,3.32
2407,2.93,2.15,2.93
2421,3.32,2.15,3.71
2432,3.32,2.54,3.32
2443,3.32,2.93,3.71
2454,3.32,2.15,2.93
2465,2.93,1.76,3.32
2476,3.32,2.54,2.93
2487,3.71,2.54,2.93
2498,3.32,2.15,3.32
2509,2.93,2.15,3.32
2520,3.32,2.15,3.32
2531,2.93,2.15,3.32
2542,3.32,2.54,2.93
2553,2.93,2.93,3.32
2564,2.93,2.15,3.32
2575,3.32,2.15,3.32
2586,3.71,2.54,3.32
2598,3.32,2.93,3.71
2609,3.32,2.54,3.32
2620,2.93,2.54,3.32
2631,2.93,2.54,3.32
2642,3.32,2.15,3.32
2653,2.93,2.15,3.32
2664,2.93,2.54,2.93
2675,3.32,2.54,3.71
2686,2.93,2.93,3.71
2699,3.32,2.15,2.93
2710,3.32,2.54,3.32
2721,3.32,2.54,3.32
2732,3.32,2.54,3.32
2743,2.93,2.54,2.93
2754,2.93,1.76,3.32
2765,3.32,2.93,3.32
2777,3.32,2.54,2.93
2788,3.32,2.93,3.32
2799,3.32,2.15,2.93
2810,3.71,2.54,3.32
2821,3.32,1.76,2.93
2832,2.93,2.15,3.71
2843,3.32,2.54,3.32
2854,3.32,2.15,2.93
2865,3.32,2.54,2.93
2876,3.32,2.15,3.32
2887,3.32,2.15,3.71
2898,2.54,2.54,3.32
2909,3.71,2.54,3.32
2920,3.32,2.54,2.93
2931,3.32,2.15,2.93
2942,2.93,2.15,2.93
2953,3.71,2.93,3.32
2967,2.93,2.54,3.71
2978,3.32,2.93,2.93
2989,3.71,2.93,3.32
3000,3.32,2.15,3.71
3011,3.71,2.15,3.32
3022,3.32,2.54,3.71
3033,3.71,2.15,3.71
3044,2.93,2.15,3.32
3055,3.32,2.54,3.32
3066,3.32,2.54,3.32
3077,2.93,1.76,3.32
3088,3.32,2.54,3.32
3099,3.32,2.54,2.93
3110,2.93,1.76,3.32
3121,2.93,2.93,3.32
3132,3.71,2.54,2.93
3143,2.93,2.15,3.32
3154,2.93,2.15,3.71
3165,2.93,2.54,3.32
3176,2.93,2.54,3.71
3187,2.93,2.15,3.32
3198,2.93,2.54,3.71
3209,3.71,2.54,2.93
3220,3.32,2.15,3.32
3234,2.93,2.54,3.71
3245,3.32,2.15,2.93
3256,2.93,2.15,3.32
3267,3.32,2.54,3.32
3278,2.93,2.54,3.32
3289,2.93,2.15,3.32
3300,3.32,2.93,3.32
3311,2.54,2.54,3.71
3322,2.93,2.54,2.54
3333,2.93,2.15,3.71
3344,2.93,2.15,2.93
3355,2.93,2.54,3.32
3367,3.32,2.54,3.71
3378,3.32,2.15,3.71
3389,2.93,2.15,3.32
3400,2.93,2.54,3.32
3411,2.93,2.15,3.71
3422,3.32,2.54,3.32
3433,2.93,2.54,3.71
3444,3.71,2.15,3.32
3455,3.32,2.54,3.71
3466,2.93,2.54,3.71
3477,2.93,2.54,2.93
3488,2.93,2.93,3.71
3499,3.32,2.93,3.32
3513,3.32,2.93,3.32
3524,3.71,2.54,3.32
3535,3.71,2.15,3.71
3546,3.32,2.54,3.32
3557,2.54,2.15,2.93
3568,2.93,2.15,3.32
3579,2.93,2.15,3.71
3590,3.71,2.15,3.71
3601,3.32,2.15,3.32
3612,2.93,2.54,3.71
3623,3.71,2.54,2.93
3634,2.93,2.93,3.32
3645,3.32,2.54,4.11
3656,3.32,2.15,3.32
3667,3.71,2.15,3.71
3678,3.71,1.76,3.71
3689,3.32,2.54,3.32
3700,2.93,2.54,3.32
3711,3.32,2.54,3.32
3722,3.71,2.54,3.32
3733,2.93,2.15,3.32
3744,2.93,2.15,3.32
3755,3.32,2.93,3.32
3766,3.32,1.76,3.32
3783,2.93,2.15,3.32
3794,3.71,2.93,3.32
3805,3.71,1.76,3.32
3816,3.71,2.15,3.71
3828,3.32,2.93,3.71
3839,2.93,2.54,3.32
3850,3.32,2.15,3.32
3861,3.71,2.15,2.93
3872,3.32,2.15,2.93
3883,3.71,2.93,3.32
3894,2.93,2.15,3.32
3905,3.32,2.54,3.32
3916,3.71,1.76,3.32
3927,3.71,2.54,3.71
3938,3.71,2.54,3.32
3949,2.93,2.15,3.32
3960,3.32,2.54,3.71
3971,3.32,2.54,3.32
3982,3.32,2.15,2.93
3993,3.71,2.15,3.32
4004,3.32,2.15,2.93
4015,3.32,2.54,3.32
4026,3.32,2.54,2.93
4037,3.32,2.54,2.93
4051,2.93,2.54,3.71
4062,3.32,2.15,3.32
4073,3.32,2.54,2.93
4084,3.32,2.93,3.32
4095,3.71,1.76,2.93
4106,2.93,2.15,3.32
4117,3.32,2.54,3.32
4128,2.93,2.15,3.32
4139,2.93,2.93,3.32
4150,2.93,2.15,2.93
4161,2.93,2.15,2.93
4172,2.93,2.15,3.32
4183,3.32,2.93,3.71
4194,3.71,2.54,2.93
4205,3.32,2.93,3.71
4216,2.93,2.54,3.32
4227,2.93,2.54,3.32
4238,2.93,2.54,3.32
4249,3.32,2.54,3.32
4260,3.32,2.15,2.93
4271,3.71,2.54,3.32
4282,3.32,2.54,3.32
4294,2.93,2.54,2.93
4305,3.32,2.15,3.32
4316,3.71,2.15,3.32
4329,3.32,2.54,3.32
4340,2.93,2.93,3.32
4351,3.32,2.15,3.32
4362,3.32,2.15,3.32
4373,3.32,2.54,3.71
4384,3.32,2.93,3.71
4395,3.71,2.54,3.32
4406,3.32,2.54,3.32
4418,3.71,2.54,2.93
4429,2.93,2.15,3.32
4440,3.32,2.54,3.32
4451,3.71,2.15,3.32
4462,2.93,2.54,3.32
4473,2.93,2.54,3.71
4484,2.93,2.15,3.32
4495,3.32,2.15,3.32
4506,3.32,2.93,3.32
4517,2.93,2.15,2.93
4528,3.32,2.54,3.71
4539,2.93,2.15,3.32
4550,2.54,2.54,3.32
4561,2.93,2.93,3.71
4572,2.93,2.15,3.71
4583,3.32,2.93,3.32
4597,3.71,2.54,3.71
4608,3.32,2.54,2.93
4619,2.93,2.15,3.32
4630,3.32,2.54,3.32
4641,3.71,2.15,3.32
4652,2.93,2.54,3.32
4663,2.93,2.54,2.93
4674,2.93,2.93,2.93
4685,3.32,2.54,2.93
4696,3.71,2.15,3.32
4707,2.93,2.54,3.32
4718,3.32,2.54,3.71
4729,3.32,2.54,3.71
4740,3.71,2.54,3.32
4751,3.71,2.54,3.32
4762,2.93,2.15,3.71
4773,3.71,2.54,3.32
4784,3.71,2.54,3.71
4795,2.93,2.54,2.93
4806,3.32,2.15,3.32
4817,3.32,2.54,3.32
4828,3.71,2.54,2.93
4839,3.32,2.15,3.32
4850,3.71,2.54,2.93
4861,3.32,2.54,3.71
4875,3.32,2.15,3.32
4886,3.32,2.15,2.93
4897,3.32,2.15,3.32
4908,3.32,2.54,3.32
4919,3.32,2.93,3.32
4930,3.71,2.54,3.71
4941,2.93,2.54,3.71
4952,3.71,2.54,3.71
4963,2.93,2.54,3.32
4974,3.71,2.54,3.32
4985,3.71,2.54,3.71
4996,3.32,2.93,3.32
5007,3.32,2.15,3.32
5018,3.32,2.54,3.32
5030,3.32,2.54,3.32
5041,3.71,2.93,2.93
5052,2.93,2.54,3.71
5063,3.32,2.15,3.32
5074,3.71,2.93,2.93
5085,3.32,2.93,3.32
5096,2.93,2.15,3.71
5107,3.71,2.54,3.71
5118,2.93,2.15,3.32
5129,2.93,2.54,3.71
5142,3.32,2.15,3.32
5154,2.93,2.15,3.32
5165,2.93,2.15,3.32
5176,2.93,2.15,2.93
5187,3.32,2.54,3.32
5198,3.32,2.93,3.71
5209,3.71,2.54,3.71
5220,3.32,2.93,3.71
5231,3.71,2.15,3.71
5242,3.32,2.54,3.32
5253,2.93,2.15,3.32
5264,3.32,2.54,2.93
5275,2.93,1.76,3.32
5286,3.32,2.15,3.32
5297,2.93,2.15,3.32
5308,3.32,2.54,3.71
5319,3.71,2.54,3.32
5330,2.93,2.54,3.32
5341,3.32,2.54,3.71
5352,3.32,2.15,3.71
5363,2.93,2.54,3.71
5374,3.32,2.54,2.93
5385,2.93,2.54,2.93
5396,2.93,2.15,3.71
5410,2.93,1.76,3.71
5421,3.71,2.15,3.32
5432,2.93,2.93,3.32
5443,3.32,2.54,3.71
5454,2.93,2.54,3.71
5465,2.93,2.54,3.32
5476,2.93,2.93,3.32
5487,2.93,2.54,3.32
5498,2.93,2.54,2.93
5509,2.93,2.54,3.71
5520,3.32,2.54,3.71
5531,3.32,2.54,2.93
5542,3.71,2.15,2.93
5553,2.93,2.54,3.32
5564,3.32,2.15,3.32
5575,2.93,2.93,3.32
5586,3.32,2.93,3.32
5597,3.32,2.54,2.93
5608,2.93,2.93,3.32
5620,2.93,2.93,3.71
5631,3.32,2.15,3.32
5642,2.93,2.15,3.32
5653,2.54,2.15,3.32
5664,3.32,2.15,3.71
5675,3.32,2.15,2.93
5688,3.32,2.54,3.32
5699,2.93,2.15,3.71
5710,2.93,2.93,3.71
5721,3.32,2.54,2.93
5732,3.71,2.54,3.32
5743,3.71,2.15,3.32
5755,3.32,2.54,2.93
5766,2.93,2.93,3.32
5777,3.32,2.15,3.32
5788,3.32,2.15,3.71
5799,3.32,2.54,3.71
5810,3.71,2.15,2.93
5821,3.32,2.54,3.32
5832,3.32,2.54,3.32
5843,2.93,2.15,3.32
5854,3.71,2.15,3.32
5865,3.32,2.54,3.32
5876,3.32,2.54,3.71
5887,3.32,2.54,3.32
5898,2.93,2.15,3.71
5909,3.32,2.93,3.32
5920,2.93,2.15,3.32
5931,3.32,2.15,3.71
5942,3.32,2.54,4.11
5956,3.32,2.15,3.32
5967,3.32,2.54,2.93
5978,2.93,2.54,3.71
5989,3.32,2.54,2.93
6000,3.32,2.54,3.32
6011,2.93,2.15,3.32
6022,2.93,2.15,4.11
6033,3.32,2.54,2.93
6044,2.93,2.54,2.93
6055,3.71,2.54,3.32
6066,2.93,2.54,3.32
6077,2.93,2.15,3.32
6088,3.71,2.54,3.32
6099,3.32,2.15,3.32
6110,3.32,2.54,3.32
6121,3.71,2.54,3.32
6132,2.93,2.54,3.32
6143,2.93,2.15,3.32
6154,2.93,2.15,2.93
6165,3.32,2.54,3.32
6176,3.32,2.54,3.32
6187,2.93,2.15,2.93
6198,2.93,2.54,3.71
6210,3.71,2.15,3.32
6223,3.32,2.15,2.93
6234,3.32,1.76,3.32
6245,3.32,2.15,3.71
6256,2.93,2.54,3.32
6267,2.93,2.15,3.32
6278,3.32,2.54,3.32
6289,3.32,2.93,3.71
6300,2.93,2.54,2.93
6311,2.93,2.15,3.71
6322,3.32,2.54,3.71
6333,2.93,2.15,3.71
6345,2.93,2.93,3.71
6356,3.32,2.54,3.32
6367,3.32,2.93,2.93
6378,3.32,2.15,2.93
6389,3.32,2.54,3.71
6400,3.32,2.54,2.93
6411,2.93,2.15,3.32
6422,3.32,2.54,2.93
6433,3.71,2.54,2.93
6444,3.32,2.15,2.93
6455,3.32,2.54,3.32
6466,2.93,2.15,2.93
6477,3.32,2.15,2.93
6488,3.32,2.54,3.71
6502,3.32,2.54,2.93
6513,2.93,2.54,3.32
6524,2.93,2.15,3.32
6535,2.93,2.15,3.32
6546,2.54,2.15,4.11
6557,2.93,2.15,3.32
6568,2.93,2.15,3.71
6579,3.32,2.15,3.32
6590,2.93,2.54,3.32
6601,2.93,2.54,3.32
6612,2.93,2.54,3.32
6623,3.32,2.54,3.32
6634,3.71,2.15,2.93
6645,2.93,2.54,3.32
6656,3.32,2.54,3.32
6667,2.93,2.15,3.32
6678,3.71,2.54,3.32
6689,3.32,2.54,3.32
6700,3.32,2.15,3.32
6711,3.32,2.54,3.32
6722,3.71,2.54,3.32
6733,3.32,2.15,3.32
6744,3.71,2.15,3.32
6755,3.71,2.15,3.32
6769,3.32,2.15,3.32
6780,3.32,2.54,2.93
6791,3.32,2.15,3.32
6802,3.32,2.54,4.11
6813,2.93,2.54,3.32
6824,2.93,2.54,3.32
6835,3.32,2.15,3.32
6846,3.32,2.15,3.71
6857,3.32,2.15,3.32
6868,3.71,2.15,3.32
6879,2.93,2.15,3.71
6890,3.32,2.15,2.93
6901,2.93,2.54,3.32
6912,3.71,2.15,3.32
6923,2.93,2.54,3.32
6934,3.32,2.54,3.32
6945,3.32,1.76,2.93
6956,2.93,2.54,2.93
6967,3.32,2.54,3.32
6979,3.71,2.15,3.32
6990,2.93,2.15,3.32
7001,2.93,2.15,2.93
7012,3.32,2.15,2.93
7023,3.32,2.15,3.32
7034,3.71,2.15,3.71
7047,3.32,1.76,2.93
7058,3.32,1.76,3.32
7069,3.32,2.15,2.93
7080,3.32,2.15,2.93
7091,2.93,2.15,3.32
7102,3.71,2.15,2.93
7113,3.32,2.15,3.32
7124,3.71,2.15,3.71
7135,3.32,2.54,3.32
7146,3.71,2.54,3.32
7158,2.93,2.54,3.71
7169,3.32,2.15,2.93
7180,3.32,2.15,2.93
7191,2.93,2.15,3.32
7202,3.71,2.15,3.32
7213,3.32,2.15,3.32
7224,2.54,2.54,3.32
7235,3.32,2.54,2.93
7246,3.32,2.15,2.93
7257,3.71,2.54,3.32
7268,2.93,2.15,2.93
7279,2.93,2.54,3.32
7290,2.93,2.93,3.71
7301,3.32,2.54,2.93
7315,3.71,2.15,3.71
7326,3.32,2.15,3.32
7337,2.93,2.15,3.32
7348,3.32,2.93,2.93
7359,3.32,2.54,3.32
7370,2.93,2.15,2.93
7381,3.32,2.93,3.71
7392,3.32,2.15,3.32
7403,3.71,2.54,3.32
7414,3.32,2.54,3.32
7425,2.93,2.93,3.32
7436,3.71,2.54,4.11
7447,2.93,2.54,3.32
7458,2.93,2.15,2.93
7469,3.71,2.54,3.32
7480,3.32,2.93,2.93
7491,3.71,2.15,3.32
7502,3.71,2.54,3.32
7513,3.71,2.54,2.93
7524,2.93,2.54,3.71
7535,2.93,2.15,3.71
7546,3.32,2.15,3.32
7557,3.32,2.54,3.32
7568,3.71,2.54,3.71
7582,2.93,2.15,2.93
7593,2.93,2.15,3.32
7604,3.32,2.93,2.93
7615,3.32,2.15,3.32
7626,3.32,2.54,3.71
7637,3.71,2.15,3.71
7648,3.32,2.93,2.93
7659,3.71,2.93,3.71
7670,3.71,2.54,3.32
7681,3.71,2.93,3.32
7692,2.93,2.15,2.93
7703,3.71,2.54,3.71
7714,3.32,2.15,2.93
7725,2.93,2.54,2.93
7737,2.93,2.15,3.71
7748,3.32,2.54,3.71
7759,3.32,2.15,3.71
7770,2.54,2.93,3.32
7781,2.93,2.15,3.32
7792,3.32,2.54,3.71
7803,3.32,2.54,3.32
7814,2.93,2.54,3.71
7825,2.93,2.15,2.93
7836,3.32,2.15,3.71
7847,3.32,2.54,3.71
7860,3.71,2.15,3.71
7872,2.93,2.93,2.93
7883,2.93,2.15,3.71
7894,3.32,2.54,3.32
7905,3.71,2.54,3.32
7916,2.93,2.54,3.71
7927,2.93,2.15,2.93
7938,2.93,2.93,2.93
7949,3.71,2.15,3.71
7960,2.54,2.54,3.71
7971,2.93,2.54,3.32
7982,2.93,2.15,3.32
7993,2.93,2.15,2.93
8004,3.32,2.93,3.32
8015,3.71,2.54,3.32
8026,2.93,2.54,2.93
8037,3.32,2.54,3.71
8048,2.93,2.54,3.32
8059,2.93,2.15,3.32
8070,3.32,2.54,3.32
8081,3.32,2.54,3.32
8092,3.32,2.54,3.32
8103,2.93,2.54,2.93
8114,3.32,2.54,3.32
8128,3.71,2.54,3.32
8139,2.93,2.54,3.71
8150,3.32,2.54,3.71
8161,2.93,2.54,3.32
8172,3.32,2.15,3.32
8183,3.32,2.54,3.32
8194,3.32,2.15,2.93
8205,2.93,1.76,3.32
8216,3.32,2.15,3.71
8227,3.32,2.54,3.32
8238,3.71,2.54,3.32
8249,3.71,2.54,3.32
8260,3.32,2.93,3.71
8271,2.93,2.54,2.93
8282,3.32,2.15,3.71
8293,3.32,2.54,3.71
8304,2.54,2.15,3.32
8315,2.54,2.15,3.32
8327,3.71,2.15,2.93
8338,2.93,2.54,3.71
8349,3.32,2.93,3.71
8360,2.93,2.93,2.93
8371,3.32,2.15,3.32
8382,2.93,2.15,3.32
8393,3.32,2.15,3.32
8406,3.71,2.15,2.93
8417,3.32,2.54,3.32
8428,2.93,2.15,3.32
8439,3.32,2.54,3.32
8451,3.71,2.15,3.32
8462,3.32,2.54,2.93
8473,3.32,2.15,2.93
8484,3.71,2.15,3.32
8495,3.32,2.93,3.32
8506,2.93,2.54,2.93
8517,2.93,2.54,3.32
8528,3.71,2.93,3.32
8539,2.54,2.54,3.32
8550,3.71,2.54,3.32
8561,2.54,2.54,3.71
8572,2.93,2.54,2.93
8583,3.32,2.54,3.32
8594,3.71,2.15,2.93
8605,3.32,2.54,3.71
8616,3.32,2.93,2.93
8627,3.32,2.15,3.71
8638,3.32,2.54,3.71
8649,3.71,2.54,3.71
8660,3.32,2.54,3.32
8674,2.93,2.54,2.93
8685,3.71,2.15,2.93
8696,2.93,2.15,3.32
8707,2.93,2.54,3.71
8718,2.93,2.93,3.71
8729,2.54,2.54,3.71
8740,3.32,2.15,3.32
8751,3.32,2.54,3.32
8762,2.93,2.15,3.32
8773,3.32,2.93,3.32
8784,3.32,2.54,3.32
8795,3.32,2.15,3.32
8806,3.32,2.15,3.32
8817,3.32,2.54,3.32
8828,2.93,2.54,3.71
8839,2.93,1.76,2.93
8850,2.93,1.76,2.93
8861,3.32,2.15,3.32
8872,3.71,2.15,3.32
8883,2.93,2.15,3.32
8894,3.32,2.54,3.32
8905,3.71,2.54,2.93
8917,2.93,2.54,2.93
8928,2.54,2.15,2.93
8941,3.32,2.54,2.93
8952,2.93,1.76,3.71
8963,2.93,2.54,3.71
8974,2.93,2.93,3.32
8985,2.93,2.54,3.71
8996,2.93,2.93,3.32
9007,3.32,2.54,3.32
9018,2.54,2.54,3.32
9029,3.71,2.15,3.71
9040,3.32,2.54,3.32
9051,2.93,2.15,3.32
9062,3.71,2.15,3.32
9073,3.32,2.15,3.32
9085,3.32,2.15,3.32
9096,2.93,2.54,2.93
9107,3.32,2.54,3.71
9118,3.32,2.54,3.32
9129,3.71,2.54,3.32
9140,2.93,2.54,3.32
9151,3.32,2.15,2.93
9162,2.93,2.54,3.71
9173,3.32,2.54,3.32
9184,3.32,2.15,3.32
9195,3.32,2.93,2.93
9206,3.32,2.15,3.32
9219,2.93,2.54,3.32
9230,2.54,2.54,2.93
9241,2.93,2.54,3.71
9253,3.32,2.54,3.32
9264,3.32,2.15,3.71
9275,3.71,2.15,3.71
9286,3.32,2.15,3.32
9297,3.71,2.54,3.71
9308,2.93,2.54,3.71
9319,3.32,2.54,2.93
9330,3.71,2.54,3.32
9341,3.71,2.93,3.32
9352,3.71,2.54,3.71
9363,2.93,2.54,3.32
9374,3.71,2.15,2.93
9385,3.71,2.54,3.32
9396,3.32,2.54,3.71
9407,3.32,2.15,3.32
9418,3.32,2.15,3.32
9429,3.71,2.54,3.71
9440,3.32,2.54,3.32
9451,3.32,2.54,2.93
9462,3.32,2.54,3.32
9473,2.93,2.54,3.32
9487,3.71,2.54,2.93
9498,2.93,2.93,3.32
9509,3.32,2.15,2.93
9520,2.93,2.54,4.11
9531,3.71,2.93,3.71
9542,2.93,2.54,3.32
9553,3.32,2.15,3.32
9564,2.93,2.15,3.32
9575,3.71,2.54,3.32
9586,3.32,2.54,2.93
9597,2.93,2.15,3.32
9608,3.32,2.15,2.93
9619,3.32,2.15,3.71
9630,3.32,2.54,3.71
9641,2.93,2.15,3.71
9652,3.32,2.15,3.32
9663,3.32,2.54,3.32
9674,2.93,2.15,2.93
9685,3.32,2.54,3.32
9696,2.93,2.54,4.11
9708,2.93,2.15,3.71
9719,2.93,2.54,2.93
9730,2.93,2.54,3.71
9741,3.71,2.54,3.71
9754,2.93,2.54,2.93
9765,2.93,2.54,3.32
9776,3.71,2.15,3.32
9787,3.32,2.15,3.71
9798,2.93,2.54,3.71
9809,2.93,2.15,3.32
9820,3.32,2.15,3.32
9832,3.71,2.15,3.32
9843,2.93,2.15,3.32
9854,3.32,2.15,2.93
9865,3.32,2.15,3.32
9876,2.93,2.15,2.93
9887,3.71,2.54,3.32
9898,3.32,2.15,3.71
9909,3.71,2.15,3.32
9920,3.71,2.15,3.32
9931,3.32,1.76,3.71
9942,2.93,2.54,3.32
9953,3.32,2.54,3.32
9964,3.71,2.54,2.93
9975,2.93,2.54,3.32
9986,2.93,2.15,3.32
9997,2.93,2.15,3.32
10008,2.93,2.54,3.71
10019,3.71,2.54,3.32
10033,3.71,2.15,3.32
10044,3.71,2.93,3.32
10055,3.32,2.15,3.71
10066,3.32,2.54,3.71
10077,3.32,2.54,2.93
10088,3.32,2.15,3.32
10099,2.93,2.15,3.32
10110,2.93,2.15,3.32
10121,3.32,2.15,3.32
10132,3.32,1.76,3.71
10143,2.93,2.93,3.71
10154,2.93,2.54,3.71
10165,2.93,2.15,3.32
10176,3.32,2.15,3.32
10187,2.93,2.15,3.32
10198,3.32,2.15,3.32
10210,3.32,2.54,3.32
10221,3.32,2.93,2.93
10232,3.32,2.93,3.32
10243,3.32,2.54,2.93
10254,3.32,2.54,3.32
10265,2.54,2.54,3.32
10276,2.93,2.15,3.32
10289,3.32,2.93,2.93
10300,3.71,2.15,3.32
10312,2.93,2.93,3.32
10323,3.32,2.15,3.71
10334,3.32,2.15,2.54
10345,2.54,2.54,3.32
10356,3.32,2.15,3.32
10367,3.32,2.54,3.32
10378,2.93,2.54,3.32
10389,2.93,2.15,3.32
10400,3.32,2.15,2.93
10411,2.93,2.54,2.93
10422,2.93,2.15,2.93
10433,2.93,2.54,3.32
10444,3.32,2.54,3.71
10455,3.32,2.15,3.32
10466,3.32,2.54,3.71
10477,3.32,2.54,3.32
10488,2.93,2.54,2.93
10499,3.32,2.54,2.93
10510,2.54,2.54,2.93
10521,3.71,2.15,3.32
10532,3.32,2.15,3.32
10546,3.32,2.54,2.93
10557,2.93,1.76,3.32
10568,2.93,2.15,3.32
10579,3.71,2.54,3.32
10590,3.71,2.54,3.32
10601,2.93,2.54,2.93
10612,3.71,2.15,3.32
10623,2.54,2.54,3.32
10635,3.32,1.76,3.32
