timestamp (ms), x (G), y (G), z (G)
2006,3.32,3.71,3.32
2017,4.11,0.98,2.54
2028,2.93,1.37,3.32
2039,4.11,2.15,4.11
2050,3.32,2.93,2.93
2061,2.54,3.32,4.11
2072,3.71,2.93,2.54
2083,2.15,1.76,2.54
2094,2.93,2.54,2.15
2106,2.54,1.76,2.93
2117,3.32,3.71,2.93
2128,4.50,3.32,4.50
2139,2.93,3.32,3.71
2150,4.50,2.15,2.54
2161,2.93,1.37,3.71
2172,2.93,3.71,4.50
2183,3.71,1.37,4.11
2194,4.50,2.15,2.54
2205,2.15,1.76,3.71
2216,2.54,2.93,4.11
2227,4.50,3.71,2.93
2238,4.50,2.15,2.54
2252,4.50,3.71,2.15
2263,2.15,1.76,4.11
2274,4.11,3.71,2.15
2285,4.11,3.71,3.32
2296,2.15,1.76,3.32
2307,3.32,1.37,4.11
2318,3.71,3.71,2.93
2329,2.54,3.71,4.11
2341,3.71,3.71,2.15
2352,2.93,3.71,2.15
2363,3.71,1.76,3.71
2374,3.32,2.15,2.93
2385,3.71,1.76,2.54
2396,4.11,3.71,2.54
2407,3.71,1.76,2.93
2418,2.15,1.76,4.50
2429,2.15,3.71,3.32
2440,4.50,3.32,2.15
2451,4.11,0.98,2.54
2462,3.71,3.71,2.54
2473,2.54,3.71,4.50
2485,3.32,0.98,3.71
2496,2.93,2.15,2.93
2507,2.54,3.71,4.11
2518,3.32,3.32,2.15
2531,1.76,4.11,2.54
2542,2.54,3.71,3.71
2553,2.15,1.76,2.93
2564,2.93,2.93,2.93
2576,4.50,2.54,4.50
2587,2.93,2.54,4.11
2598,2.15,2.54,4.11
2609,3.71,2.54,2.93
2620,3.71,1.37,4.50
2631,2.15,3.32,2.54
2642,4.11,2.54,4.11
2653,2.93,2.15,2.93
2664,4.50,1.76,3.32
2675,2.15,2.54,4.50
2686,2.54,3.32,4.11
2697,2.93,2.15,4.11
2708,2.93,2.15,2.15
2720,1.76,2.93,3.71
2731,2.54,0.98,4.11
2742,2.54,1.37,4.50
2753,4.50,1.37,2.93
2764,2.15,1.76,4.11
2775,3.71,2.15,3.71
2786,3.71,1.37,4.11
2803,4.50,4.11,2.93
2814,4.11,2.15,4.11
2825,2.54,1.76,2.93
2836,3.32,2.93,3.32
2847,4.50,1.37,3.32
2858,4.11,1.76,2.54
2869,2.15,1.76,4.50
2880,2.54,3.71,4.50
2891,2.15,4.50,2.93
2902,2.54,3.32,2.54
2914,2.15,2.93,4.11
2925,4.50,1.76,4.11
2936,2.15,2.15,2.54
2947,4.11,2.93,3.71
2958,4.11,2.54,4.50
2969,2.93,3.32,3.32
2980,2.54,3.32,2.15
2991,4.11,1.76,3.32
3002,3.71,2.54,4.11
3013,4.50,2.93,4.50
3024,2.54,2.93,3.32
3035,3.71,3.32,4.11
3046,3.71,3.32,2.93
3057,2.54,2.15,3.71
3071,2.15,1.76,4.50
3082,2.93,2.54,2.15
3093,3.71,1.37,2.15
3104,3.32,2.54,2.15
3115,2.15,3.71,2.15
3127,4.11,2.93,2.93
3138,4.11,1.76,2.54
3149,4.50,3.71,2.93
3160,2.54,2.15,2.54
3171,2.93,1.37,4.11
3182,2.15,1.37,2.54
3193,2.54,3.71,2.15
3204,2.15,2.54,4.11
3215,2.54,1.76,3.32
3226,1.76,2.54,4.89
3237,2.54,3.32,3.32
3248,2.54,1.37,2.15
3259,2.15,2.93,2.93
3271,2.15,2.15,2.54
3282,3.71,1.37,3.71
3293,4.50,1.37,4.50
3304,2.93,1.76,3.71
3315,3.71,2.15,2.93
3326,2.54,2.93,3.71
3337,2.54,2.93,3.71
3351,4.11,2.54,4.50
3362,2.15,3.71,2.54
3373,3.71,1.37,4.50
3384,2.93,2.15,3.32
3395,2.54,3.32,2.93
3406,3.71,1.37,4.50
3417,4.11,2.93,2.93
3428,3.32,2.15,2.93
3439,3.71,1.37,4.11
3450,4.11,2.93,2.15
3461,3.32,1.37,4.89
3472,2.54,1.76,4.50
3483,4.11,1.76,3.71
3494,4.50,3.71,3.71
3506,3.32,3.32,2.15
3517,4.11,3.71,2.54
3528,4.89,1.76,3.71
3539,2.93,3.32,2.15
3550,3.71,2.15,2.15
3561,2.54,2.93,2.54
3572,2.15,2.93,4.11
3583,4.50,2.54,3.32
3594,2.54,3.71,2.15
3605,4.11,1.76,2.54
3619,2.93,3.71,2.93
3630,4.11,2.54,2.15
3641,2.93,2.15,4.50
3652,2.15,3.32,3.71
3663,2.15,2.54,3.71
3674,4.11,2.54,3.32
3685,2.15,3.32,2.93
3696,2.54,1.76,4.50
3707,2.15,0.98,3.32
3719,4.50,2.15,2.54
3730,4.50,1.76,3.71
3741,4.89,1.76,4.11
3752,3.32,3.71,4.11
3763,2.54,1.76,2.93
3774,4.50,1.37,2.93
3785,3.32,3.71,3.71
3796,4.11,2.54,4.11
3807,2.15,0.98,2.93
3818,4.50,2.93,2.54
3829,2.15,2.15,2.93
3840,2.93,1.37,2.93
3851,2.54,2.93,2.54
3862,2.54,0.98,4.50
3873,4.50,3.71,2.54
3887,3.32,2.93,4.11
3898,4.50,3.32,4.50
3909,2.15,2.15,4.11
3920,3.71,2.93,2.54
3932,3.32,3.32,2.54
3943,2.93,2.93,4.89
3954,4.50,3.32,2.54
3965,4.50,1.76,3.32
3976,4.11,1.76,4.50
3987,4.11,1.37,3.32
3998,2.93,2.15,3.71
4009,4.89,1.76,3.32
4020,2.15,4.50,3.32
4031,4.50,2.54,2.54
4042,3.71,1.76,2.54
4053,3.71,3.71,4.50
4064,2.54,3.32,4.11
4075,2.93,1.76,4.11
4087,2.15,2.93,2.93
4098,2.54,3.71,3.32
4109,3.71,1.37,3.71
4120,3.32,2.54,2.93
4131,4.11,3.71,2.54
4142,3.32,3.71,3.32
4153,2.15,1.76,2.54
4167,3.71,2.93,3.71
4178,1.76,3.32,3.32
4189,4.11,1.37,2.93
4200,2.54,4.11,2.15
4211,3.71,2.15,3.71
4222,3.32,2.15,2.15
4233,4.50,2.15,4.50
4244,3.32,3.32,2.93
4255,4.50,3.71,3.71
4266,2.93,1.37,2.15
4278,3.32,2.15,2.54
4289,2.15,2.93,3.71
4300,1.76,1.76,2.54
4311,1.76,2.15,2.54
4322,2.54,2.54,4.11
4333,2.54,3.32,4.11
4344,2.15,3.32,2.15
4355,2.54,2.15,4.11
4366,4.11,3.32,2.54
4377,4.50,3.71,3.71
4388,2.15,1.76,1.76
4399,4.50,0.98,2.93
4410,4.11,1.37,4.50
4421,2.93,2.15,2.54
4435,2.93,3.71,2.54
4446,4.89,3.32,4.50
4457,4.50,1.37,2.15
4468,3.32,1.37,3.71
4479,3.71,2.54,4.50
4490,3.71,3.71,3.71
4501,2.93,3.71,4.11
4512,2.93,4.11,4.50
4524,4.89,2.93,4.50
4535,2.15,0.98,4.50
4546,2.54,3.71,3.71
4557,2.15,2.15,2.93
4568,2.93,1.37,2.54
4579,2.54,3.32,4.11
4590,4.11,2.93,3.32
4601,4.50,3.32,4.11
4612,2.93,1.76,2.54
4623,3.71,3.71,2.93
4634,2.15,3.71,3.32
4645,2.93,1.37,2.15
4656,4.11,3.71,2.93
4667,4.50,3.71,4.11
4678,4.50,3.71,2.93
4690,4.11,3.71,2.15
4701,4.11,2.93,2.54
4714,4.50,3.32,4.11
4725,2.15,3.32,4.11
4736,4.11,1.37,4.50
4747,2.93,3.71,2.15
4758,4.50,2.54,2.54
4770,4.50,1.76,4.11
4781,2.15,1.76,4.50
4792,4.11,2.93,2.93
4803,2.15,3.32,2.93
4814,3.32,3.32,4.11
4825,2.93,2.15,3.32
4836,4.50,1.37,4.50
4847,4.50,3.71,4.11
4858,2.54,3.71,4.11
4869,1.76,2.54,2.15
4880,3.71,3.32,3.71
4891,2.93,4.50,2.54
4902,3.32,1.37,2.54
4913,3.32,2.93,2.15
4925,2.93,4.50,3.71
4936,2.54,3.71,3.71
4947,2.15,1.37,4.50
4958,4.11,3.71,3.71
4969,3.71,2.54,3.32
4983,1.76,2.54,2.15
4994,4.50,3.32,2.54
5005,3.32,1.76,2.15
5016,4.50,3.71,2.93
5027,2.93,2.93,2.54
5038,3.32,2.54,2.54
5049,2.54,3.32,2.93
5060,4.50,1.37,2.54
5071,2.93,1.37,4.11
5082,4.11,4.50,4.50
5093,2.15,3.71,2.15
5104,2.93,1.76,3.71
5115,2.93,2.54,2.54
5127,4.11,2.54,3.71
5138,4.11,1.37,2.54
5149,4.11,2.15,4.50
5160,2.93,2.93,3.32
5171,3.71,1.37,2.54
5182,3.32,1.76,4.11
5193,2.93,1.37,3.32
5204,2.15,4.11,4.50
5215,4.11,2.93,4.50
5226,2.15,3.71,2.93
5237,2.54,2.54,2.54
5251,2.93,2.54,3.32
5262,2.54,4.50,3.32
5273,2.93,2.93,2.93
5284,3.32,3.32,4.11
5295,2.93,2.15,2.93
5306,2.15,3.71,3.32
5317,4.50,2.15,2.54
5328,2.54,1.37,4.11
5340,3.71,1.37,2.93
5351,2.15,3.71,4.50
5362,4.50,1.76,2.93
5373,4.11,1.37,4.50
5384,2.15,1.76,4.50
5395,2.54,2.15,2.93
5406,2.15,1.76,2.93
5417,4.11,1.37,3.32
5428,4.50,1.37,4.11
5439,2.15,3.71,3.71
5450,4.50,3.32,2.15
5461,2.93,1.37,4.11
5472,1.76,3.71,3.32
5483,2.93,2.15,3.32
5495,2.54,1.37,4.50
5506,4.11,3.32,2.54
5517,4.50,2.93,4.50
5530,3.71,2.15,4.11
5541,4.11,3.71,4.11
5552,2.54,1.76,4.11
5564,2.93,3.32,2.54
5575,4.50,2.15,4.11
5586,3.32,2.54,2.54
5597,2.93,3.71,3.32
5608,4.50,2.54,3.71
5619,4.11,2.15,4.50
5630,4.11,3.32,4.50
5641,4.11,2.15,3.71
5652,2.54,1.37,4.11
5663,3.32,2.15,4.50
5674,2.15,0.98,3.71
5685,4.11,2.93,3.71
5696,3.32,1.37,2.54
5707,3.71,1.37,3.71
5718,2.54,2.15,2.15
5730,2.54,3.32,4.11
5741,3.32,1.37,4.11
5752,3.71,2.15,3.71
5763,4.11,2.15,3.71
5774,2.93,2.15,2.15
5785,4.50,2.15,2.93
5799,3.71,0.98,3.71
5810,3.32,2.93,2.93
5821,3.32,3.32,2.54
5832,4.50,1.37,2.93
5843,2.54,3.32,3.32
5854,4.11,2.93,3.32
5865,3.32,2.15,3.32
5876,2.93,0.98,2.15
5887,2.15,2.15,2.54
5898,4.50,1.76,4.50
5909,4.11,4.11,4.50
5920,2.54,3.71,2.15
5932,4.50,2.15,2.54
5943,4.11,1.76,4.50
5954,2.93,3.32,2.54
5965,4.50,3.32,3.71
5976,2.54,1.76,4.50
5987,4.11,1.76,2.54
5998,2.15,2.93,4.50
6009,2.15,2.15,2.93
6020,4.50,1.76,2.54
6031,4.11,3.71,1.76
6042,4.50,3.71,2.54
6053,2.93,2.15,2.93
6064,2.54,2.93,4.50
6078,2.54,1.76,4.11
6089,2.15,3.71,4.50
6100,2.54,0.59,2.93
6111,2.54,3.32,4.50
6122,3.32,3.71,4.11
6133,2.54,1.37,4.11
6144,4.11,3.32,4.11
6156,2.54,1.37,4.11
6167,1.76,1.37,2.54
6178,2.93,2.54,3.71
6189,4.50,1.76,3.32
6200,2.15,1.37,3.71
6211,3.71,1.76,4.50
6222,4.11,3.32,2.54
6233,3.71,3.71,3.71
6244,2.15,1.37,2.93
6255,2.15,2.15,2.15
6266,4.50,3.71,2.54
6277,2.54,3.32,2.15
6288,3.71,2.93,3.71
6299,3.71,3.32,4.89
6311,2.54,2.54,4.11
6322,2.54,0.98,2.93
6333,3.71,2.54,3.71
6346,4.11,2.15,2.93
6357,2.15,3.32,4.11
6369,2.54,3.71,2.54
6380,2.54,2.54,2.93
6391,4.11,1.37,2.93
6402,3.71,3.71,4.50
6413,2.15,3.32,2.93
6424,2.15,2.15,3.32
6435,4.11,3.32,4.50
6446,3.71,2.54,3.32
6457,2.54,3.32,4.11
6468,2.93,1.37,4.11
6479,2.15,2.93,2.54
6490,4.11,1.76,4.11
6501,4.89,1.37,2.54
6512,4.11,1.76,3.71
6524,2.54,1.76,4.11
6535,2.15,2.54,4.11
6546,2.15,4.50,3.32
6557,2.15,3.71,4.50
6568,2.93,2.54,4.50
6579,3.71,2.15,2.54
6590,4.11,2.15,3.71
6601,4.11,2.93,4.11
6615,2.93,0.98,2.15
6626,2.54,1.37,4.11
6637,3.32,0.98,3.71
6648,2.93,2.15,3.32
6659,2.54,1.37,4.11
6670,2.15,1.37,3.71
6681,4.11,2.15,3.71
6692,4.50,1.37,3.32
6703,3.71,2.15,2.93
6714,3.71,2.15,3.71
6725,2.54,3.71,3.32
6736,2.93,1.76,4.11
6747,2.54,1.37,3.71
6759,2.15,1.76,2.93
6770,2.54,3.32,4.50
6781,2.15,1.76,3.32
6792,2.93,2.93,2.93
6803,2.15,3.71,4.11
6814,4.50,2.54,4.11
6825,4.50,3.32,2.15
6836,2.15,2.93,2.54
6847,2.15,2.15,3.32
6858,4.11,1.76,3.32
6869,3.71,1.37,2.15
6880,2.15,2.93,4.11
6894,2.54,1.76,2.54
6905,4.11,1.37,2.54
6916,2.15,3.32,4.50
6927,4.50,2.15,2.54
6938,3.71,3.32,2.15
6949,4.11,3.32,2.93
6960,3.71,2.54,2.15
6971,3.71,2.15,2.54
6982,2.54,2.93,2.54
6994,4.11,1.76,3.32
7005,2.93,2.15,2.93
7016,3.32,2.15,4.11
7027,2.54,1.37,3.32
7038,3.32,2.15,2.93
7049,4.50,2.15,4.50
7060,4.50,1.37,3.32
7071,4.89,3.32,2.15
7082,2.15,1.37,3.32
7093,3.32,1.37,3.71
7104,2.54,3.71,4.11
7115,4.11,0.98,2.93
7126,3.32,1.76,1.76
7137,4.11,2.15,3.71
7149,2.93,3.32,2.93
7162,4.11,1.37,3.71
7173,4.50,2.15,3.32
7184,4.50,2.54,3.71
7195,3.32,1.37,4.11
7206,3.71,2.54,2.54
7218,2.15,2.15,2.54
7229,4.11,3.32,2.93
7240,2.93,1.37,3.32
7251,3.32,1.37,2.54
7262,2.15,1.76,4.50
7273,4.50,2.15,3.71
7284,3.71,3.32,2.93
7295,3.71,2.54,4.50
7306,4.11,2.93,4.11
7317,2.15,1.37,4.11
7328,4.50,1.37,2.15
7339,1.76,2.93,4.50
7350,4.11,2.93,4.50
7361,3.71,0.98,3.71
7373,4.50,2.93,4.11
7384,2.54,2.93,2.54
7395,3.71,3.32,4.11
7406,4.50,2.15,3.71
7417,4.50,1.76,4.50
7431,4.11,2.93,2.54
7442,4.11,0.98,4.50
7453,3.71,1.37,4.89
7464,3.71,1.76,2.54
7475,2.15,3.32,4.50
7486,3.32,3.32,2.54
7497,2.15,2.15,2.93
7508,2.93,0.98,2.54
7519,3.32,3.32,4.50
7530,1.76,3.71,2.54
7541,2.15,1.76,2.93
7552,3.32,3.32,4.11
7563,4.11,2.93,3.71
7574,4.50,3.32,2.93
7585,3.71,3.71,2.15
7597,4.11,3.32,4.11
7608,2.54,1.37,3.71
7619,2.15,2.93,2.93
7630,4.11,1.37,4.50
7641,3.32,3.71,3.71
7652,3.32,2.54,4.50
7663,2.54,3.32,2.54
7674,2.54,2.54,2.54
7685,4.11,2.54,4.50
7696,2.15,3.32,3.32
7710,4.50,3.32,4.50
7721,4.89,2.15,3.32
7732,2.15,2.93,3.32
7743,4.50,3.32,2.54
7754,3.71,2.54,3.71
7765,3.71,2.93,2.54
7776,4.50,2.93,2.54
7788,3.71,3.71,2.15
7799,2.93,3.71,2.15
7810,2.54,3.32,3.32
7821,4.11,1.37,2.54
7832,4.50,1.37,2.54
7843,2.15,1.37,4.11
7854,2.15,2.15,2.54
7865,2.93,3.32,2.93
7876,2.15,4.11,2.54
7887,2.54,1.37,2.54
7898,4.50,3.32,2.15
7909,4.50,3.71,2.54
7920,2.93,3.32,4.50
7932,4.50,1.76,2.54
7943,4.50,3.32,2.54
7954,4.11,1.76,4.50
7965,4.50,3.71,3.71
7978,4.50,1.37,2.15
7989,4.50,3.32,3.71
8001,2.54,4.11,4.11
8012,2.15,3.32,3.32
8023,3.71,1.37,4.11
8034,4.11,3.32,2.15
8045,4.50,2.15,2.54
8056,4.11,3.32,3.32
8067,3.71,1.76,4.50
8078,4.50,2.93,2.93
8089,4.50,2.15,3.32
8100,2.54,3.32,4.11
8111,2.15,2.54,2.93
8122,4.89,3.71,2.54
8133,4.11,2.15,3.71
8144,2.15,0.98,4.11
8156,4.89,3.32,2.54
8167,4.50,2.54,2.54
8178,4.50,3.71,2.54
8189,2.93,3.32,3.32
8200,2.54,3.71,2.54
8211,2.54,2.15,3.32
8222,4.50,3.32,2.54
8233,4.11,2.15,4.11
8244,3.32,3.71,4.50
8258,4.50,2.54,3.32
8269,4.50,2.54,3.32
8280,2.54,3.71,2.93
8291,4.50,1.76,2.54
8302,2.54,3.32,2.54
8313,2.15,3.71,2.93
8324,3.32,2.15,3.32
8335,3.32,2.15,2.15
8347,2.54,1.37,2.15
8358,4.50,3.32,2.54
8369,4.50,2.93,4.11
8380,2.93,3.32,4.50
8391,1.76,3.71,4.11
8402,3.32,2.54,2.54
8413,3.32,1.37,4.11
8424,3.32,2.54,2.93
8435,4.89,3.71,2.54
8446,3.71,1.76,4.50
8457,2.15,1.76,4.50
8468,4.89,1.37,2.54
8479,2.15,2.15,2.54
8490,2.15,1.76,3.71
8502,4.89,1.76,2.93
8513,3.71,1.76,3.32
8526,4.50,1.37,2.54
8537,2.93,1.76,4.50
8548,2.93,2.54,3.32
8559,2.15,1.76,4.11
8570,1.76,2.54,2.54
8582,4.11,4.11,2.54
8593,4.89,0.98,3.71
8604,4.89,2.15,2.54
8615,4.11,2.15,3.71
8626,2.93,3.71,2.15
8637,2.93,3.71,3.71
8648,3.32,0.98,4.11
8659,4.50,3.32,4.50
8670,4.50,3.71,2.93
8681,4.89,2.15,3.32
8692,4.50,1.37,2.54
8703,2.54,3.71,3.71
8714,4.11,2.15,2.54
8725,2.54,1.37,3.71
8737,4.50,2.15,4.50
8748,4.50,2.15,2.54
8759,4.50,0.98,3.71
8770,4.50,1.76,3.71
8781,3.71,2.54,4.11
8794,3.71,0.98,4.11
8805,4.50,3.71,2.54
8816,4.11,1.37,2.93
8828,4.89,1.37,2.54
8839,2.15,3.32,2.15
8850,4.11,2.93,4.11
8861,2.93,3.71,4.50
8872,3.32,2.54,3.71
8883,4.50,2.15,2.15
8894,3.32,0.59,2.15
8905,4.89,2.54,4.11
8916,2.15,3.71,4.11
8927,1.76,1.37,4.50
8938,4.50,2.15,4.11
8949,2.93,3.32,4.50
8960,2.54,2.15,2.93
8971,4.11,2.93,2.93
8983,3.32,1.37,2.93
8994,1.76,2.93,2.93
9005,4.50,1.76,2.15
9016,2.15,4.11,2.93
9027,2.54,2.54,3.71
9038,2.93,3.71,4.11
9049,2.15,1.37,2.93
9060,4.11,3.32,4.11
9074,2.15,3.71,4.50
9085,2.93,2.54,4.50
9096,2.54,3.32,2.54
9107,2.54,2.15,4.50
9118,2.54,4.11,3.71
9129,4.11,3.32,2.93
9140,2.93,2.93,3.71
9151,4.11,2.54,2.54
9162,4.50,3.32,2.93
9173,4.89,1.37,4.50
9184,4.11,3.32,2.54
9195,3.71,1.76,4.11
9206,2.54,3.32,2.15
9217,4.89,4.11,2.54
9229,4.50,2.93,2.54
9240,3.71,2.15,3.32
9251,3.71,2.54,2.54
9262,4.50,3.71,4.50
9273,2.54,3.71,2.93
9284,4.50,1.37,4.89
9295,1.76,0.98,3.71
9306,2.54,2.15,4.11
9317,2.54,3.32,4.11
9328,4.50,3.71,2.93
9342,1.76,2.54,3.32
9353,2.15,3.32,3.71
9364,4.89,4.50,4.11
9375,3.32,0.98,1.76
9386,2.54,1.37,4.89
9397,3.71,3.71,2.15
9408,2.15,3.71,3.32
9419,2.93,1.37,3.71
9430,1.76,2.15,3.32
9442,2.15,0.98,4.50
9453,4.89,1.76,4.11
9464,3.71,3.71,4.11
9475,3.71,3.32,2.93
9486,2.93,4.11,1.76
9497,4.50,1.37,4.11
9508,1.76,2.15,4.50
9519,2.54,3.71,2.15
9530,4.50,3.32,3.32
9541,3.32,0.98,1.76
9552,4.89,4.11,3.32
9563,2.15,3.32,4.50
9574,4.11,0.59,2.93
9585,4.89,1.76,3.71
9597,4.89,2.93,2.54
9610,2.15,1.37,2.54
9621,1.76,0.59,4.11
9632,2.15,3.32,3.32
9643,1.76,1.76,5.28
9654,1.76,2.15,2.54
9666,1.76,4.11,3.32
9677,3.32,1.76,3.71
9688,4.89,1.37,4.50
9699,2.54,1.37,3.71
9710,2.93,3.32,4.89
9721,4.89,1.76,1.76
9732,2.15,0.98,2.93
9743,1.37,0.98,4.89
9754,1.76,1.76,2.93
9765,4.11,1.37,4.11
9776,1.76,4.11,4.11
9787,4.11,1.76,4.89
9798,3.32,4.11,4.50
9809,4.89,4.11,1.76
9820,4.89,1.76,3.71
9831,4.89,2.93,2.15
9842,1.76,2.54,1.76
9853,2.15,0.98,3.71
9864,1.76,2.15,4.89
9875,4.89,0.98,4.11
9889,1.76,4.11,2.54
9900,2.15,2.93,2.15
9911,5.28,2.54,4.50
9922,2.15,2.54,3.32
9933,3.71,2.54,2.54
9945,3.32,2.54,1.76
9956,2.15,0.98,5.28
9967,2.15,1.76,4.11
9978,2.54,2.15,3.71
9989,3.71,3.71,4.11
10000,4.50,3.71,2.15
10011,1.76,0.98,2.93
10022,4.89,4.11,2.93
10033,4.50,3.32,2.93
10044,4.11,2.15,2.15
10055,2.54,0.98,3.71
10066,2.15,5.28,4.89
10077,2.54,4.11,1.76
10088,2.54,2.93,4.50
10100,1.76,4.11,2.93
10111,4.11,3.32,1.76
10122,2.93,2.15,2.15
10133,4.50,2.54,4.11
10144,4.50,2.93,3.32
10157,2.54,1.37,2.54
10169,4.50,2.54,4.50
10180,2.93,4.11,2.15
10191,4.50,1.37,3.71
10202,1.76,1.37,3.71
10213,3.32,1.76,2.54
10224,2.15,4.11,4.50
10235,3.32,4.11,4.11
10246,3.71,2.93,2.15
10257,3.32,3.32,2.15
10268,2.15,2.15,2.15
10279,2.15,1.76,4.50
10290,4.89,3.71,2.93
10301,2.93,0.98,2.93
10313,4.89,0.98,1.76
10324,2.54,1.76,2.15
10335,3.71,1.37,4.50
10346,1.76,4.11,4.50
10357,4.11,0.98,4.50
10368,1.76,1.37,4.89
10379,2.93,3.32,3.32
10390,2.54,4.11,2.54
10401,4.89,1.37,3.71
10415,4.50,0.59,2.93
10426,4.50,2.15,2.15
10437,2.15,2.93,2.54
10448,3.71,1.76,4.50
10459,4.50,0.59,4.89
10470,3.71,1.37,4.89
10481,3.71,3.71,3.71
10492,4.11,3.32,4.50
